Time,Sample #,Type
0.916,229,(
0.948,237,p
0.952,238,p
0.992,248,)
1.040,260,(
1.108,277,N
1.108,277,N
1.140,285,)
1.312,328,(
1.388,347,t
1.388,347,t
1.480,370,)
1.772,443,(
1.800,450,p
1.804,451,p
1.848,462,)
1.928,482,(
1.964,491,N
1.964,491,N
1.996,499,)
2.160,540,(
2.248,562,t
2.248,562,t
2.332,583,)
2.692,673,(
2.720,680,p
2.720,680,p
2.768,692,)
2.844,711,(
2.880,720,N
2.884,721,N
2.912,728,)
3.084,771,(
3.164,791,t
3.164,791,t
3.244,811,)
3.632,908,(
3.660,915,p
3.660,915,p
3.712,928,)
3.784,946,(
3.820,955,N
3.824,956,N
3.852,963,)
4.020,1005,(
4.096,1024,t
4.100,1025,t
4.192,1048,)
4.560,1140,(
4.588,1147,p
4.588,1147,p
4.648,1162,)
4.716,1179,(
4.752,1188,N
4.756,1189,N
4.784,1196,)
4.956,1239,(
5.036,1259,t
5.036,1259,t
5.120,1280,)
5.512,1378,(
5.540,1385,p
5.544,1386,p
5.596,1399,)
5.668,1417,(
5.704,1426,N
5.708,1427,N
5.740,1435,)
5.936,1484,(
5.992,1498,t
5.996,1499,t
6.084,1521,)
6.480,1620,(
6.508,1627,p
6.512,1628,p
6.564,1641,)
6.636,1659,(
6.672,1668,N
6.672,1668,N
6.704,1676,)
6.872,1718,(
6.956,1739,t
6.956,1739,t
7.076,1769,t
7.140,1785,t
7.144,1786,)
7.416,1854,(
7.440,1860,p
7.444,1861,p
7.500,1875,)
7.564,1891,(
7.600,1900,N
7.604,1901,N
7.636,1909,)
7.796,1949,(
7.880,1970,t
7.880,1970,t
7.976,1994,)
8.336,2084,(
8.352,2088,p
8.368,2092,p
8.412,2103,)
8.484,2121,(
8.524,2131,N
8.528,2132,N
8.560,2140,)
8.720,2180,(
8.808,2202,t
8.808,2202,t
8.892,2223,)
9.240,2310,(
9.276,2319,p
9.276,2319,p
9.328,2332,)
9.400,2350,(
9.436,2359,N
9.440,2360,N
9.468,2367,)
9.640,2410,(
9.720,2430,t
9.724,2431,t
9.812,2453,)
10.096,2524,(
10.128,2532,p
10.128,2532,p
10.180,2545,)
10.248,2562,(
10.284,2571,N
10.288,2572,N
10.312,2578,)
10.484,2621,(
10.560,2640,t
10.560,2640,t
10.648,2662,)
10.940,2735,(
10.968,2742,p
10.968,2742,p
11.028,2757,)
11.092,2773,(
11.128,2782,N
11.132,2783,N
11.164,2791,)
11.328,2832,(
11.408,2852,t
11.412,2853,t
11.508,2877,)
11.800,2950,(
11.828,2957,p
11.832,2958,p
