Time,Sample #,Type
1.040,260,(
1.068,267,p
1.128,282,)
1.176,294,(
1.216,304,N
1.216,304,N
1.260,315,)
1.404,351,(
1.504,376,t
1.504,376,t
1.608,402,)
2.408,602,(
2.444,611,p
2.444,611,p
2.500,625,)
2.548,637,(
2.588,647,N
2.588,647,N
2.632,658,)
2.776,694,(
2.876,719,t
2.876,719,t
2.984,746,)
3.760,940,(
3.792,948,p
3.844,961,)
3.892,973,(
3.932,983,N
3.932,983,N
3.992,998,)
4.116,1029,(
4.216,1054,t
4.220,1055,t
4.332,1083,)
5.116,1279,(
5.140,1285,p
5.144,1286,p
5.200,1300,)
5.252,1313,(
5.292,1323,N
5.292,1323,N
5.336,1334,)
5.476,1369,(
5.576,1394,t
5.580,1395,t
5.684,1421,)
6.464,1616,(
6.512,1628,p
6.512,1628,p
6.568,1642,)
6.620,1655,(
6.660,1665,N
6.660,1665,N
6.704,1676,)
6.848,1712,(
6.948,1737,t
6.952,1738,t
7.064,1766,)
7.856,1964,(
7.880,1970,p
7.912,1978,)
7.988,1997,(
8.028,2007,N
8.028,2007,N
8.076,2019,)
8.216,2054,(
8.320,2080,t
8.320,2080,t
8.436,2109,)
9.224,2306,(
9.252,2313,p
9.260,2315,p
9.316,2329,)
9.368,2342,(
9.408,2352,N
9.408,2352,N
9.468,2367,)
9.592,2398,(
9.700,2425,t
9.704,2426,t
9.812,2453,)
10.620,2655,(
10.644,2661,p
10.648,2662,p
10.672,2668,)
10.756,2689,(
10.796,2699,N
10.796,2699,N
10.844,2711,)
10.992,2748,(
11.088,2772,t
11.092,2773,t
11.204,2801,)
11.996,2999,(
12.032,3008,p
12.032,3008,p
12.072,3018,)
12.136,3034,(
12.176,3044,N
12.176,3044,N
12.220,3055,)
12.372,3093,(
12.468,3117,t
12.472,3118,t
12.584,3146,)
13.376,3344,(
13.404,3351,p
13.408,3352,p
13.464,3366,)
13.512,3378,(
13.556,3389,N
13.556,3389,N
13.600,3400,)
13.740,3435,(
13.840,3460,t
13.844,3461,t
13.960,3490,)
14.740,3685,(
14.764,3691,p
14.772,3693,p
14.820,3705,)
14.876,3719,(
14.916,3729,N
14.916,3729,N
14.960,3740,)
15.104,3776,(
15.200,3800,t
15.204,3801,t
15.320,3830,)
16.116,4029,(
16.144,4036,p
16.208,4052,)
16.252,4063,(
16.292,4073,N
16.292,4073,N
16.336,4084,)
16.476,4119,(
16.576,4144,t
16.580,4145,t
16.692,4173,)
17.472,4368,(
17.500,4375,p
17.504,4376,p
17.560,4390,)
17.608,4402,(
17.648,4412,N
17.648,4412,N
17.692,4423,)
17.836,4459,(
17.932,4483,t
17.936,4484,t
18.048,4512,)
18.808,4702,(
18.852,4713,p
18.896,4724,)
18.948,4737,(
19.000,4750,N
19.020,4755,N
19.052,4763,)
19.184,4796,(
19.280,4820,t
19.284,4821,t
19.396,4849,)
20.172,5043,(
20.204,5051,p
20.208,5052,p
20.264,5066,)
20.312,5078,(
20.352,5088,N
20.352,5088,N
20.400,5100,)
20.540,5135,(
20.640,5160,t
20.644,5161,t
20.752,5188,)
21.548,5387,(
21.580,5395,p
21.584,5396,p
21.620,5405,)
21.688,5422,(
21.728,5432,N
21.732,5433,N
21.776,5444,)
21.924,5481,(
22.020,5505,t
22.020,5505,t
22.132,5533,)
22.916,5729,(
22.948,5737,p
23.000,5750,)
23.052,5763,(
23.092,5773,N
23.096,5774,N
23.152,5788,)
23.276,5819,(
23.384,5846,t
23.384,5846,t
23.496,5874,)
24.268,6067,(
24.304,6076,p
24.368,6092,)
24.416,6104,(
24.456,6114,N
24.456,6114,N
24.500,6125,)
24.640,6160,(
24.744,6186,t
24.748,6187,t
24.860,6215,)
25.652,6413,(
25.684,6421,p
25.688,6422,p
25.736,6434,)
25.792,6448,(
25.832,6458,N
25.832,6458,N
25.876,6469,)
26.028,6507,(
26.124,6531,t
26.128,6532,t
26.232,6558,)
27.012,6753,(
27.044,6761,p
27.088,6772,)
27.148,6787,(
27.192,6798,N
27.192,6798,N
27.248,6812,)
27.376,6844,(
27.484,6871,t
27.484,6871,t
27.596,6899,)
28.368,7092,(
28.396,7099,p
28.400,7100,p
28.432,7108,)
28.508,7127,(
28.548,7137,N
28.572,7143,N
28.592,7148,)
28.736,7184,(
28.836,7209,t
28.840,7210,t
28.948,7237,)
29.720,7430,(
29.752,7438,p
29.752,7438,p
29.804,7451,)
29.852,7463,(
29.892,7473,N
29.892,7473,N
29.936,7484,)
30.084,7521,(
30.184,7546,t
30.184,7546,t
30.292,7573,)
31.080,7770,(
31.112,7778,p
31.116,7779,p
31.164,7791,)
31.216,7804,(
31.260,7815,N
31.284,7821,N
31.320,7830,)
31.444,7861,(
31.544,7886,t
31.544,7886,t
31.656,7914,)
32.428,8107,(
32.464,8116,p
32.464,8116,p
32.524,8131,)
32.572,8143,(
32.612,8153,N
32.612,8153,N
32.656,8164,)
32.800,8200,(
32.896,8224,t
32.900,8225,t
33.004,8251,)
33.800,8450,(
33.836,8459,p
33.884,8471,)
33.936,8484,(
33.976,8494,N
33.976,8494,N
34.020,8505,)
34.164,8541,(
34.264,8566,t
34.264,8566,t
34.376,8594,)
35.132,8783,(
35.168,8792,p
35.192,8798,p
35.224,8806,)
35.264,8816,(
35.308,8827,N
35.332,8833,N
35.352,8838,)
35.492,8873,(
35.592,8898,t
35.596,8899,t
35.704,8926,)
36.512,9128,(
36.544,9136,p
36.600,9150,)
36.652,9163,(
36.692,9173,N
36.692,9173,N
36.736,9184,)
36.880,9220,(
36.984,9246,t
36.984,9246,t
37.096,9274,)
37.896,9474,(
37.928,9482,p
37.932,9483,p
37.988,9497,)
38.036,9509,(
38.076,9519,N
38.076,9519,N
38.120,9530,)
38.268,9567,(
38.364,9591,t
38.368,9592,t
38.476,9619,)
