Time,Sample #,Type
1.036,259,(
1.068,267,p
1.108,277,p
1.148,287,)
1.216,304,(
1.256,314,N
1.264,316,N
1.296,324,)
1.400,350,(
1.432,358,t
1.504,376,t
1.536,384,t
1.612,403,)
1.948,487,(
1.976,494,p
2.008,502,p
2.056,514,)
2.128,532,(
2.168,542,N
2.176,544,N
2.208,552,)
2.372,593,(
2.412,603,t
2.452,613,t
2.524,631,)
2.904,726,(
2.916,729,p
2.952,738,p
2.992,748,)
3.060,765,(
3.100,775,N
3.108,777,N
3.140,785,)
3.284,821,(
3.344,836,t
3.380,845,t
3.456,864,)
3.816,954,(
3.844,961,p
3.880,970,p
3.920,980,)
3.988,997,(
4.028,1007,N
4.036,1009,N
4.068,1017,)
4.220,1055,(
4.272,1068,t
4.316,1079,t
4.384,1096,)
4.720,1180,(
4.748,1187,p
4.780,1195,p
4.824,1206,)
4.892,1223,(
4.928,1232,N
4.936,1234,N
4.964,1241,)
5.068,1267,(
5.172,1293,t
5.216,1304,t
5.288,1322,)
5.580,1395,(
5.620,1405,p
5.656,1414,p
5.692,1423,)
5.756,1439,(
5.800,1450,N
5.812,1453,N
5.836,1459,)
5.972,1493,(
6.044,1511,t
6.080,1520,t
6.148,1537,)
6.460,1615,(
6.496,1624,p
6.532,1633,p
6.572,1643,)
6.640,1660,(
6.676,1669,N
6.688,1672,N
6.716,1679,)
6.868,1717,(
6.924,1731,t
6.964,1741,t
7.028,1757,)
7.348,1837,(
7.376,1844,p
7.408,1852,p
7.448,1862,)
7.520,1880,(
7.560,1890,N
7.568,1892,N
7.596,1899,)
7.736,1934,(
7.804,1951,t
7.840,1960,t
7.908,1977,)
8.212,2053,(
8.244,2061,p
8.264,2066,p
8.320,2080,)
8.392,2098,(
8.428,2107,N
8.436,2109,N
8.468,2117,)
8.604,2151,(
8.672,2168,t
8.720,2180,t
8.776,2194,)
9.088,2272,(
9.116,2279,p
9.156,2289,p
9.196,2299,)
9.256,2314,(
9.300,2325,N
9.312,2328,N
9.336,2334,)
9.464,2366,(
9.544,2386,t
9.580,2395,t
9.648,2412,)
9.924,2481,(
9.952,2488,p
9.992,2498,p
10.032,2508,)
10.096,2524,(
10.112,2528,N
10.136,2534,N
10.172,2543,)
10.344,2586,(
10.376,2594,t
10.412,2603,t
10.484,2621,)
10.792,2698,(
10.820,2705,p
10.856,2714,p
10.896,2724,)
10.968,2742,(
11.004,2751,N
11.012,2753,N
11.044,2761,)
11.200,2800,(
11.244,2811,t
11.296,2824,t
11.356,2839,)
11.680,2920,(
11.704,2926,p
11.732,2933,p
11.780,2945,)
11.848,2962,(
11.892,2973,N
11.896,2974,N
11.932,2983,)
12.068,3017,(
12.128,3032,t
12.172,3043,t
12.240,3060,)
12.556,3139,(
12.592,3148,p
12.620,3155,p
12.656,3164,)
12.728,3182,(
12.768,3192,N
12.776,3194,N
12.808,3202,)
12.928,3232,(
13.012,3253,t
13.044,3261,t
13.116,3279,)
13.408,3352,(
13.432,3358,p
13.472,3368,p
13.508,3377,)
13.580,3395,(
13.616,3404,N
13.624,3406,N
13.660,3415,)
13.800,3450,(
13.856,3464,t
13.896,3474,t
13.964,3491,)
14.220,3555,(
14.256,3564,p
14.284,3571,p
14.332,3583,)
14.388,3597,(
14.416,3604,N
14.444,3611,N
14.488,3622,)
14.668,3667,(
14.684,3671,t
14.728,3682,t
14.792,3698,)
15.092,3773,(
15.116,3779,p
15.156,3789,p
15.196,3799,)
15.264,3816,(
15.304,3826,N
15.312,3828,N
15.336,3834,)
15.468,3867,(
15.544,3886,t
15.592,3898,t
15.656,3914,)
15.996,3999,(
16.024,4006,p
16.060,4015,p
16.100,4025,)
16.168,4042,(
16.208,4052,N
16.216,4054,N
16.248,4062,)
16.392,4098,(
16.452,4113,t
16.496,4124,t
16.560,4140,)
16.920,4230,(
16.956,4239,p
16.996,4249,p
17.028,4257,)
17.076,4269,(
17.140,4285,N
17.148,4287,N
17.184,4296,)
17.356,4339,(
17.380,4345,t
17.420,4355,t
17.496,4374,)
17.872,4468,(
17.904,4476,p
17.944,4486,p
17.976,4494,)
18.020,4505,(
18.092,4523,N
18.100,4525,N
18.128,4532,)
18.264,4566,(
18.332,4583,t
18.368,4592,t
18.448,4612,)
18.840,4710,(
18.864,4716,p
18.908,4727,p
18.936,4734,)
19.012,4753,(
19.052,4763,N
19.060,4765,N
19.088,4772,)
19.192,4798,(
19.296,4824,t
19.344,4836,t
19.408,4852,)
19.796,4949,(
19.824,4956,p
19.860,4965,p
19.896,4974,)
19.972,4993,(
20.012,5003,N
20.016,5004,N
20.048,5012,)
20.200,5050,(
20.252,5063,t
20.292,5073,t
20.364,5091,)
20.760,5190,(
20.788,5197,p
20.824,5206,p
20.864,5216,)
20.936,5234,(
20.972,5243,N
20.980,5245,N
21.012,5253,)
21.144,5286,(
21.216,5304,t
21.256,5314,t
21.324,5331,)
21.724,5431,(
21.752,5438,p
21.784,5446,p
21.824,5456,)
21.900,5475,(
21.936,5484,N
21.944,5486,N
21.976,5494,)
22.116,5529,(
22.180,5545,t
22.204,5551,t
22.292,5573,)
22.676,5669,(
22.708,5677,p
22.740,5685,p
22.780,5695,)
22.824,5706,(
22.888,5722,N
22.896,5724,N
22.924,5731,)
23.028,5757,(
23.128,5782,t
23.236,5809,)
23.584,5896,(
23.608,5902,p
23.640,5910,p
23.688,5922,)
23.744,5936,(
23.768,5942,N
23.796,5949,N
23.828,5957,)
23.936,5984,(
24.036,6009,t
24.144,6036,)
24.524,6131,(
24.540,6135,p
24.588,6147,p
24.620,6155,)
24.668,6167,(
24.732,6183,N
24.736,6184,N
24.772,6193,)
24.916,6229,(
24.972,6243,t
25.016,6254,t
25.084,6271,)
25.464,6366,(
25.500,6375,p
25.528,6382,p
25.580,6395,)
25.648,6412,(
25.688,6422,N
25.696,6424,N
25.732,6433,)
25.864,6466,(
25.932,6483,t
25.976,6494,t
26.044,6511,)
26.448,6612,(
26.468,6617,p
26.520,6630,p
26.544,6636,)
26.600,6650,(
26.656,6664,N
26.660,6665,N
26.692,6673,)
26.836,6709,(
26.896,6724,t
26.924,6731,t
27.004,6751,)
27.400,6850,(
27.436,6859,p
27.472,6868,p
27.504,6876,)
27.580,6895,(
27.620,6905,N
27.624,6906,N
27.656,6914,)
27.804,6951,(
27.864,6966,t
27.904,6976,t
27.972,6993,)
28.372,7093,(
28.396,7099,p
28.436,7109,p
28.468,7117,)
28.548,7137,(
28.556,7139,N
28.584,7146,N
28.620,7155,)
28.748,7187,(
28.828,7207,t
28.876,7219,t
28.936,7234,)
29.316,7329,(
29.344,7336,p
29.380,7345,p
29.420,7355,)
29.488,7372,(
29.532,7383,N
29.536,7384,N
29.568,7392,)
29.672,7418,(
29.772,7443,t
29.816,7454,t
29.880,7470,)
30.248,7562,(
30.280,7570,p
30.316,7579,p
30.352,7588,)
30.416,7604,(
30.460,7615,N
30.468,7617,N
30.496,7624,)
30.648,7662,(
30.704,7676,t
30.740,7685,t
30.808,7702,)
31.160,7790,(
31.192,7798,p
31.228,7807,p
31.268,7817,)
31.340,7835,(
31.380,7845,N
31.384,7846,N
31.420,7855,)
31.560,7890,(
31.620,7905,t
31.664,7916,t
31.732,7933,)
32.060,8015,(
32.092,8023,p
32.124,8031,p
32.164,8041,)
32.228,8057,(
32.252,8063,N
32.280,8070,N
32.320,8080,)
32.472,8118,(
32.520,8130,t
32.552,8138,t
32.620,8155,)
32.908,8227,(
32.968,8242,p
32.992,8248,p
33.024,8256,)
33.088,8272,(
33.108,8277,N
33.136,8284,N
33.180,8295,)
33.356,8339,(
33.376,8344,t
33.420,8355,t
33.488,8372,)
33.836,8459,(
33.872,8468,p
33.916,8479,)
33.984,8496,(
34.020,8505,N
34.028,8507,N
34.060,8515,)
34.224,8556,(
34.260,8565,t
34.316,8579,t
34.368,8592,)
34.732,8683,(
34.752,8688,p
34.784,8696,p
34.832,8708,)
34.872,8718,(
34.944,8736,N
34.948,8737,N
34.984,8746,)
35.168,8792,(
35.184,8796,t
35.228,8807,t
35.296,8824,)
35.676,8919,(
35.700,8925,p
35.744,8936,p
35.776,8944,)
35.852,8963,(
35.888,8972,N
35.896,8974,N
35.932,8983,)
36.076,9019,(
36.136,9034,t
36.172,9043,t
36.252,9063,)
36.640,9160,(
36.664,9166,p
36.700,9175,p
36.736,9184,)
36.808,9202,(
36.848,9212,N
36.856,9214,N
36.888,9222,)
37.048,9262,(
37.088,9272,t
37.132,9283,t
37.200,9300,)
37.580,9395,(
37.604,9401,p
37.640,9410,p
37.688,9422,)
37.732,9433,(
37.796,9449,N
37.804,9451,N
37.836,9459,)
37.968,9492,(
38.040,9510,t
38.040,9510,t
38.148,9537,)
38.516,9629,(
38.544,9636,p
38.584,9646,p
38.616,9654,)
38.684,9671,(
38.724,9681,N
38.732,9683,N
38.764,9691,)
38.872,9718,(
38.968,9742,t
39.008,9752,t
39.076,9769,)
39.440,9860,(
39.472,9868,p
39.512,9878,p
39.544,9886,)
39.616,9904,(
39.656,9914,N
39.664,9916,N
39.692,9923,)
39.828,9957,(
39.896,9974,t
39.932,9983,t
40.008,10002,)
40.328,10082,(
40.352,10088,p
40.400,10100,p
40.432,10108,)
40.500,10125,(
40.512,10128,N
40.540,10135,N
40.584,10146,)
40.696,10174,(
40.780,10195,t
40.816,10204,t
40.888,10222,)
41.244,10311,(
41.268,10317,p
41.304,10326,p
41.344,10336,)
41.392,10348,(
41.456,10364,N
41.460,10365,N
41.496,10374,)
41.684,10421,(
41.700,10425,t
41.736,10434,t
41.804,10451,)
42.192,10548,(
42.232,10558,p
42.260,10565,)
42.304,10576,(
42.348,10587,N
42.372,10593,N
42.412,10603,)
42.588,10647,(
42.616,10654,t
42.656,10664,t
42.728,10682,)
43.032,10758,(
43.076,10769,p
43.104,10776,p
43.140,10785,)
43.212,10803,(
43.224,10806,N
43.252,10813,N
43.288,10822,)
43.416,10854,(
43.492,10873,t
43.528,10882,t
43.596,10899,)
43.952,10988,(
43.996,10999,p
44.016,11004,p
44.056,11014,)
44.128,11032,(
44.164,11041,N
44.172,11043,N
44.208,11052,)
44.336,11084,(
44.408,11102,t
44.452,11113,t
44.512,11128,)
44.924,11231,(
44.968,11242,p
44.988,11247,p
45.028,11257,)
45.096,11274,(
45.136,11284,N
45.144,11286,N
45.180,11295,)
45.324,11331,(
45.380,11345,t
45.424,11356,t
45.492,11373,)
45.928,11482,(
45.976,11494,p
45.996,11499,p
46.036,11509,)
46.112,11528,(
46.148,11537,N
46.156,11539,N
46.188,11547,)
46.292,11573,(
46.392,11598,t
46.436,11609,t
46.504,11626,)
46.948,11737,(
46.976,11744,p
47.016,11754,p
47.056,11764,)
47.124,11781,(
47.136,11784,N
47.164,11791,N
47.204,11801,)
47.348,11837,(
47.408,11852,t
47.448,11862,t
47.520,11880,)
