Time,Sample #,Type
0.568,142,(
0.592,148,p
0.612,153,p
0.652,163,)
0.728,182,(
0.748,187,N
0.764,191,N
0.788,197,)
0.912,228,(
0.940,235,t
0.984,246,t
1.092,273,t
1.112,278,)
1.272,318,(
1.296,324,p
1.312,328,p
1.344,336,)
1.432,358,(
1.452,363,N
1.468,367,N
1.496,374,)
1.660,415,(
1.720,430,t
1.720,430,t
1.780,445,)
1.972,493,(
2.004,501,p
2.024,506,p
2.072,518,)
2.140,535,(
2.160,540,N
2.176,544,N
2.200,550,)
2.352,588,(
2.412,603,t
2.416,604,t
2.516,629,t
2.532,633,t
2.560,640,)
2.676,669,(
2.704,676,p
2.724,681,p
2.772,693,)
2.840,710,(
2.864,716,N
2.876,719,N
2.904,726,)
3.064,766,(
3.112,778,t
3.136,784,t
3.200,800,t
3.220,805,t
3.228,807,)
3.392,848,(
3.412,853,p
3.432,858,p
3.476,869,)
3.548,887,(
3.572,893,N
3.584,896,N
3.612,903,)
3.776,944,(
3.820,955,t
3.860,965,t
3.908,977,t
3.936,984,t
3.944,986,)
4.084,1021,(
4.116,1029,p
4.136,1034,p
4.180,1045,)
4.252,1063,(
4.276,1069,N
4.288,1072,N
4.316,1079,)
4.476,1119,(
4.532,1133,t
4.560,1140,t
4.612,1153,t
4.636,1159,t
4.652,1163,)
4.800,1200,(
4.820,1205,p
4.836,1209,p
4.880,1220,)
4.956,1239,(
4.976,1244,N
4.992,1248,N
5.016,1254,)
5.160,1290,(
5.220,1305,t
5.232,1308,t
5.300,1325,)
5.500,1375,(
5.532,1383,p
5.548,1387,p
5.596,1399,)
5.668,1417,(
5.688,1422,N
5.704,1426,N
5.728,1432,)
5.888,1472,(
5.928,1482,t
5.948,1487,t
6.016,1504,)
6.208,1552,(
6.236,1559,p
6.256,1564,p
6.304,1576,)
6.376,1594,(
6.396,1599,N
6.412,1603,N
6.436,1609,)
6.588,1647,(
6.660,1665,t
6.672,1668,t
6.724,1681,)
6.932,1733,(
6.952,1738,p
6.972,1743,p
7.016,1754,)
7.092,1773,(
7.108,1777,N
7.124,1781,N
7.152,1788,)
7.320,1830,(
7.364,1841,t
7.384,1846,t
7.432,1858,)
7.572,1893,(
7.628,1907,N
7.640,1910,N
7.712,1928,)
7.776,1944,(
7.864,1966,t
7.884,1971,t
8.004,2001,)
8.364,2091,(
8.400,2100,p
8.412,2103,p
8.456,2114,)
8.524,2131,(
8.544,2136,N
8.560,2140,N
8.588,2147,)
8.820,2205,(
8.856,2214,t
8.888,2222,t
8.908,2227,)
9.084,2271,(
9.112,2278,p
9.128,2282,p
9.176,2294,)
9.248,2312,(
9.268,2317,N
9.284,2321,N
9.308,2327,)
9.804,2451,(
9.836,2459,p
9.852,2463,p
9.896,2474,)
9.968,2492,(
9.992,2498,N
10.004,2501,N
10.028,2507,)
10.188,2547,(
10.240,2560,t
10.272,2568,t
10.316,2579,)
10.532,2633,(
10.564,2641,p
10.576,2644,p
10.620,2655,)
10.700,2675,(
10.720,2680,N
10.736,2684,N
10.760,2690,)
10.932,2733,(
10.972,2743,t
11.004,2751,t
11.044,2761,)
11.268,2817,(
11.296,2824,p
11.312,2828,p
11.356,2839,)
11.432,2858,(
11.448,2862,N
11.464,2866,N
11.488,2872,)
11.616,2904,(
11.700,2925,t
11.728,2932,t
11.780,2945,t
11.800,2950,)
12.000,3000,(
12.024,3006,p
12.040,3010,p
12.084,3021,)
12.160,3040,(
12.180,3045,N
12.196,3049,N
12.220,3055,)
12.424,3106,(
12.436,3109,t
12.472,3118,t
12.516,3129,t
12.540,3135,t
12.544,3136,)
12.712,3178,(
12.740,3185,p
12.756,3189,p
12.800,3200,)
12.872,3218,(
12.896,3224,N
12.908,3227,N
12.936,3234,)
13.092,3273,(
13.148,3287,t
13.184,3296,t
13.228,3307,t
13.264,3316,t
13.276,3319,)
13.452,3363,(
13.480,3370,p
13.496,3374,p
13.540,3385,)
13.612,3403,(
13.636,3409,N
13.648,3412,N
13.676,3419,)
13.844,3461,(
13.872,3468,t
13.896,3474,t
13.964,3491,)
14.176,3544,(
14.208,3552,p
14.224,3556,p
14.272,3568,)
14.344,3586,(
14.364,3591,N
14.380,3595,N
14.404,3601,)
14.576,3644,(
14.624,3656,t
14.628,3657,t
14.700,3675,t
14.724,3681,t
14.728,3682,)
14.912,3728,(
14.944,3736,p
14.960,3740,p
15.004,3751,)
15.076,3769,(
15.100,3775,N
15.112,3778,N
15.140,3785,)
15.324,3831,(
15.356,3839,t
15.372,3843,t
15.428,3857,t
15.460,3865,)
15.664,3916,(
15.692,3923,p
15.712,3928,p
15.756,3939,)
15.832,3958,(
15.852,3963,N
15.864,3966,N
15.892,3973,)
16.048,4012,(
16.108,4027,t
16.132,4033,t
16.184,4046,t
16.208,4052,t
16.212,4053,)
16.424,4106,(
16.460,4115,p
16.472,4118,p
16.520,4130,)
16.588,4147,(
16.612,4153,N
16.628,4157,N
16.652,4163,)
16.824,4206,(
16.868,4217,t
16.900,4225,t
16.948,4237,t
16.972,4243,t
16.976,4244,)
17.172,4293,(
17.192,4298,p
17.208,4302,p
17.252,4313,)
17.324,4331,(
17.348,4337,N
17.360,4340,N
17.388,4347,)
17.560,4390,(
17.604,4401,t
17.632,4408,t
17.680,4420,t
17.712,4428,)
17.904,4476,(
17.928,4482,p
17.948,4487,p
17.992,4498,)
18.068,4517,(
18.088,4522,N
18.100,4525,N
18.128,4532,)
18.296,4574,(
18.336,4584,t
18.348,4587,t
18.416,4604,)
18.636,4659,(
18.668,4667,p
18.684,4671,p
18.728,4682,)
18.804,4701,(
18.824,4706,N
18.836,4709,N
18.864,4716,)
19.012,4753,(
19.080,4770,t
19.080,4770,t
19.160,4790,t
19.180,4795,t
19.184,4796,)
19.372,4843,(
19.396,4849,p
19.416,4854,p
19.460,4865,)
19.536,4884,(
19.556,4889,N
19.572,4893,N
19.596,4899,)
19.772,4943,(
19.812,4953,t
19.832,4958,t
19.888,4972,t
19.912,4978,)
20.104,5026,(
20.136,5034,p
20.152,5038,p
20.192,5048,)
20.268,5067,(
20.288,5072,N
20.304,5076,N
20.328,5082,)
20.484,5121,(
20.536,5134,t
20.564,5141,t
20.620,5155,t
20.656,5164,t
20.660,5165,)
20.848,5212,(
20.880,5220,p
20.900,5225,p
20.944,5236,)
21.016,5254,(
21.036,5259,N
21.052,5263,N
21.076,5269,)
21.248,5312,(
21.284,5321,t
21.308,5327,t
21.364,5341,t
21.400,5350,t
21.408,5352,)
21.596,5399,(
21.628,5407,p
21.644,5411,p
21.684,5421,)
21.760,5440,(
21.780,5445,N
21.796,5449,N
21.820,5455,)
21.980,5495,(
22.032,5508,t
22.068,5517,t
22.116,5529,t
22.144,5536,t
22.152,5538,)
22.316,5579,(
22.348,5587,p
22.368,5592,p
22.408,5602,)
22.480,5620,(
22.504,5626,N
