Time,Sample #,Type
1.080,270,(
1.112,278,t
1.196,299,)
1.584,396,(
1.604,401,p
1.628,407,)
1.640,410,(
1.700,425,p
1.752,438,)
1.852,463,(
1.904,476,N
1.928,482,N
1.968,492,)
2.140,535,(
2.172,543,p
2.192,548,)
2.376,594,(
2.432,608,t
2.432,608,N
2.540,635,)
3.296,824,(
3.376,844,p
3.452,863,)
3.480,870,(
3.552,888,N
3.576,894,N
3.608,902,)
4.068,1017,(
4.072,1018,t
4.076,1019,N
4.176,1044,)
4.980,1245,(
5.000,1250,p
5.024,1256,)
5.120,1280,(
5.184,1296,N
5.204,1301,N
5.260,1315,)
5.496,1374,(
5.508,1377,p
5.648,1412,)
6.568,1642,(
6.648,1662,p
6.652,1663,p
6.680,1670,)
6.772,1693,(
6.832,1708,N
6.876,1719,N
6.888,1722,)
7.248,1812,(
7.344,1836,N
7.348,1837,t
7.452,1863,)
8.172,2043,(
8.208,2052,p
8.236,2059,p
8.236,2059,)
8.368,2092,(
8.440,2110,N
8.456,2114,N
8.492,2123,)
8.560,2140,(
8.604,2151,t
8.640,2160,)
8.856,2214,(
8.920,2230,t
8.952,2238,N
9.060,2265,)
9.508,2377,(
9.564,2391,p
9.624,2406,)
9.676,2419,(
9.792,2448,N
9.892,2473,)
9.904,2476,(
9.924,2481,p
9.940,2485,)
9.940,2485,(
9.984,2496,t
10.000,2500,)
10.048,2512,(
10.124,2531,N
10.140,2535,N
10.184,2546,)
10.324,2581,(
10.336,2584,p
10.372,2593,)
10.508,2627,(
10.636,2659,N
10.640,2660,t
10.756,2689,)
11.584,2896,(
11.604,2901,p
11.628,2907,)
11.768,2942,(
11.772,2943,N
11.812,2953,N
11.892,2973,)
12.180,3045,(
12.276,3069,N
12.284,3071,t
12.388,3097,)
13.056,3264,(
13.120,3280,p
13.172,3293,)
13.248,3312,(
13.272,3318,p
13.304,3326,)
13.336,3334,(
13.400,3350,N
13.424,3356,N
13.468,3367,)
13.912,3478,(
13.920,3480,N
14.032,3508,)
14.244,3561,(
14.332,3583,t
14.400,3600,)
14.952,3738,(
15.028,3757,N
15.052,3763,N
15.104,3776,)
15.240,3810,(
15.288,3822,p
15.312,3828,)
15.456,3864,(
15.536,3884,N
15.552,3888,t
15.628,3907,)
15.668,3917,(
15.712,3928,t
15.756,3939,)
16.420,4105,(
16.460,4115,p
16.496,4124,)
16.612,4153,(
16.668,4167,N
16.692,4173,N
16.740,4185,)
16.848,4212,(
16.868,4217,p
16.984,4246,)
17.084,4271,(
17.152,4288,t
17.200,4300,N
17.312,4328,)
18.056,4514,(
18.116,4529,p
18.172,4543,)
18.944,4736,(
19.008,4752,t
19.032,4758,)
19.104,4776,(
19.136,4784,t
19.240,4810,)
19.888,4972,(
19.968,4992,N
19.988,4997,N
20.028,5007,)
20.232,5058,(
20.260,5065,p
20.372,5093,)
20.408,5102,(
20.464,5116,t
20.488,5122,N
20.600,5150,)
21.420,5355,(
21.480,5370,p
21.492,5373,p
21.536,5384,)
21.604,5401,(
21.664,5416,N
21.688,5422,N
21.736,5434,)
22.184,5546,(
22.204,5551,t
22.312,5578,)
22.484,5621,(
22.600,5650,t
22.692,5673,)
23.008,5752,(
23.044,5761,p
23.064,5766,)
23.248,5812,(
23.328,5832,N
23.348,5837,N
23.400,5850,)
23.520,5880,(
23.560,5890,t
23.584,5896,)
23.772,5943,(
23.864,5966,t
23.864,5966,N
23.944,5986,)
24.820,6205,(
24.876,6219,p
24.892,6223,p
24.924,6231,)
25.008,6252,(
25.064,6266,N
25.116,6279,N
25.128,6282,)
25.408,6352,(
25.424,6356,p
25.484,6371,)
25.572,6393,(
25.588,6397,t
25.592,6398,N
25.704,6426,)
26.480,6620,(
26.540,6635,p
26.556,6639,)
26.672,6668,(
26.732,6683,N
26.756,6689,N
26.800,6700,)
26.988,6747,(
27.000,6750,p
27.076,6769,)
27.172,6793,(
27.236,6809,t
27.260,6815,N
27.364,6841,)
28.184,7046,(
28.236,7059,p
28.240,7060,p
28.300,7075,)
28.336,7084,(
28.412,7103,N
28.436,7109,N
28.484,7121,)
28.560,7140,(
28.632,7158,t
28.660,7165,)
28.932,7233,(
28.944,7236,N
29.056,7264,)
29.944,7486,(
30.032,7508,N
30.076,7519,N
30.088,7522,)
30.312,7578,(
30.320,7580,p
30.376,7594,)
30.488,7622,(
30.520,7630,t
30.556,7639,N
30.624,7656,)
31.372,7843,(
31.380,7845,p
31.404,7851,)
31.564,7891,(
31.620,7905,N
31.664,7916,N
31.700,7925,)
31.816,7954,(
31.888,7972,p
31.968,7992,)
32.036,8009,(
32.144,8036,t
32.148,8037,N
32.268,8067,)
32.432,8108,(
32.476,8119,t
32.528,8132,)
33.224,8306,(
33.284,8321,N
33.304,8326,N
33.336,8334,)
33.472,8368,(
33.492,8373,p
33.596,8399,)
33.732,8433,(
33.796,8449,t
33.796,8449,N
33.932,8483,t
33.936,8484,)
34.840,8710,(
34.916,8729,N
34.936,8734,N
34.976,8744,)
35.152,8788,(
35.172,8793,p
35.216,8804,)
35.300,8825,(
35.332,8833,t
35.444,8861,N
35.544,8886,)
36.344,9086,(
36.368,9092,p
36.380,9095,p
36.436,9109,)
36.512,9128,(
36.540,9135,N
36.588,9147,N
36.596,9149,)
36.776,9194,(
36.804,9201,t
36.836,9209,)
36.960,9240,(
37.048,9262,t
37.056,9264,N
37.160,9290,)
37.200,9300,(
37.228,9307,t
37.332,9333,)
37.832,9458,(
37.860,9465,p
37.876,9469,)
38.024,9506,(
38.104,9526,N
38.120,9530,N
38.156,9539,)
38.264,9566,(
38.296,9574,t
38.324,9581,)
38.488,9622,(
38.592,9648,t
38.608,9652,N
38.736,9684,)
39.284,9821,(
39.300,9825,p
39.356,9839,)
39.540,9885,(
39.620,9905,N
39.628,9907,)
39.764,9941,(
39.796,9949,p
39.868,9967,)
40.068,10017,(
40.120,10030,N
40.128,10032,t
40.224,10056,)
40.912,10228,(
40.920,10230,p
40.928,10232,)
40.988,10247,(
41.044,10261,N
41.092,10273,N
41.108,10277,)
41.224,10306,(
41.272,10318,t
41.320,10330,)
41.436,10359,(
41.500,10375,t
41.548,10387,N
41.672,10418,)
42.396,10599,(
42.460,10615,N
42.468,10617,)
42.660,10665,(
42.672,10668,p
42.680,10670,t
42.732,10683,)
42.780,10695,(
42.964,10741,N
42.968,10742,t
43.076,10769,)
43.648,10912,(
43.652,10913,p
43.704,10926,p
43.716,10929,)
43.824,10956,(
43.912,10978,N
43.928,10982,N
43.964,10991,)
44.148,11037,(
44.168,11042,p
44.200,11050,)
44.364,11091,(
44.400,11100,t
44.416,11104,N
44.524,11131,)
45.132,11283,(
45.132,11283,p
45.168,11292,)
45.308,11327,(
45.364,11341,N
45.384,11346,N
45.440,11360,)
45.628,11407,(
45.636,11409,p
45.688,11422,)
45.800,11450,(
45.856,11464,N
45.864,11466,t
45.960,11490,)
46.000,11500,(
46.040,11510,t
46.116,11529,)
46.824,11706,(
46.884,11721,N
46.900,11725,N
46.936,11734,)
47.388,11847,(
47.404,11851,t
47.572,11893,)
48.224,12056,(
48.240,12060,p
48.252,12063,)
48.372,12093,(
48.428,12107,N
48.448,12112,N
48.480,12120,)
48.924,12231,(
48.928,12232,N
49.048,12262,)
49.684,12421,(
49.704,12426,p
49.752,12438,)
49.836,12459,(
49.864,12466,p
49.888,12472,)
49.960,12490,(
50.016,12504,N
50.040,12510,N
50.068,12517,)
50.248,12562,(
50.268,12567,p
50.284,12571,)
50.444,12611,(
50.460,12615,N
50.484,12621,)
51.172,12793,(
51.196,12799,p
51.220,12805,)
51.364,12841,(
51.372,12843,N
51.424,12856,p
51.432,12858,)
51.576,12894,(
51.632,12908,N
51.656,12914,N
51.704,12926,)
51.856,12964,(
51.872,12968,p
51.920,12980,)
52.080,13020,(
52.144,13036,t
52.168,13042,N
52.264,13066,)
52.324,13081,(
52.356,13089,t
52.360,13090,t
52.380,13095,)
52.992,13248,(
53.028,13257,p
53.048,13262,)
53.132,13283,(
53.188,13297,N
53.216,13304,N
53.252,13313,)
53.364,13341,(
53.396,13349,t
53.436,13359,)
53.448,13362,(
53.468,13367,p
53.512,13378,)
53.668,13417,(
53.716,13429,N
53.720,13430,t
53.820,13455,)
54.432,13608,(
54.452,13613,p
54.468,13617,)
54.516,13629,(
54.584,13646,p
54.624,13656,)
54.716,13679,(
54.772,13693,N
54.792,13698,N
54.848,13712,)
55.004,13751,(
55.032,13758,t
55.060,13765,)
55.184,13796,(
55.248,13812,t
55.308,13827,N
55.416,13854,)
55.644,13911,(
55.696,13924,p
55.740,13935,)
56.040,14010,(
56.100,14025,p
56.148,14037,)
56.252,14063,(
56.308,14077,N
56.356,14089,N
56.364,14091,)
56.460,14115,(
56.528,14132,t
56.604,14151,)
56.724,14181,(
56.824,14206,t
56.824,14206,N
56.928,14232,)
57.516,14379,(
57.536,14384,p
57.564,14391,)
57.736,14434,(
57.792,14448,N
57.816,14454,N
57.860,14465,)
57.948,14487,(
57.980,14495,t
58.008,14502,)
59.020,14755,(
59.024,14756,p
59.040,14760,)
59.216,14804,(
59.272,14818,N
59.296,14824,N
59.328,14832,)
59.436,14859,(
59.468,14867,t
59.504,14876,)
59.792,14948,(
59.800,14950,N
59.888,14972,)
60.080,15020,(
60.128,15032,t
60.168,15042,)
60.720,15180,(
60.780,15195,N
60.796,15199,N
60.832,15208,)
60.908,15227,(
60.996,15249,t
61.080,15270,)
61.296,15324,(
61.300,15325,t
61.304,15326,N
61.400,15350,)
62.076,15519,(
62.100,15525,p
62.112,15528,p
62.132,15533,)
62.212,15553,(
62.276,15569,N
62.292,15573,N
62.332,15583,)
