Time,Sample #,Type
0.568,142,(
0.568,142,p
0.604,151,)
0.724,181,(
0.756,189,N
0.776,194,N
0.796,199,)
0.976,244,(
1.004,251,t
1.044,261,t
1.096,274,)
1.540,385,(
1.548,387,p
1.580,395,)
1.700,425,(
1.736,434,N
1.752,438,N
1.772,443,)
1.964,491,(
1.980,495,t
2.024,506,t
2.076,519,)
2.520,630,(
2.524,631,p
2.560,640,)
2.684,671,(
2.716,679,N
2.740,685,N
2.756,689,)
2.940,735,(
2.964,741,t
3.004,751,t
3.056,764,)
3.504,876,(
3.512,878,p
3.540,885,)
3.664,916,(
3.696,924,N
3.716,929,N
3.736,934,)
3.920,980,(
3.944,986,t
3.988,997,t
4.040,1010,)
4.636,1159,(
4.668,1167,N
4.688,1172,N
4.708,1177,)
4.888,1222,(
4.912,1228,t
4.956,1239,t
5.008,1252,)
5.476,1369,(
5.476,1369,p
5.508,1377,)
5.628,1407,(
5.660,1415,N
5.684,1421,N
5.700,1425,)
5.892,1473,(
5.908,1477,t
5.952,1488,t
6.000,1500,)
6.452,1613,(
6.460,1615,p
6.496,1624,)
6.620,1655,(
6.652,1663,N
6.676,1669,N
6.692,1673,)
6.884,1721,(
6.896,1724,t
6.944,1736,t
7.004,1751,)
7.456,1864,(
7.456,1864,p
7.484,1871,)
7.612,1903,(
7.644,1911,N
7.664,1916,N
7.684,1921,)
7.868,1967,(
7.888,1972,t
7.936,1984,t
7.992,1998,)
8.508,2127,(
8.512,2128,p
8.548,2137,)
8.656,2164,(
8.704,2176,N
8.724,2181,N
8.744,2186,)
8.936,2234,(
8.952,2238,t
9.000,2250,t
9.048,2262,)
9.556,2389,(
9.560,2390,p
9.596,2399,)
9.720,2430,(
9.752,2438,N
9.768,2442,N
9.792,2448,)
9.988,2497,(
10.000,2500,t
10.048,2512,t
10.096,2524,)
10.572,2643,(
10.572,2643,p
10.608,2652,)
10.732,2683,(
10.764,2691,N
10.784,2696,N
10.800,2700,)
10.988,2747,(
11.012,2753,t
11.060,2765,t
11.100,2775,)
11.544,2886,(
11.548,2887,p
11.576,2894,)
11.704,2926,(
11.736,2934,N
11.756,2939,N
11.776,2944,)
