Time,Sample #,Type
0.244,61,(
0.272,68,p
0.312,78,)
0.432,108,(
0.476,119,N
0.476,119,N
0.512,128,)
0.644,161,(
0.688,172,t
0.772,193,t
0.812,203,)
0.884,221,(
0.908,227,p
0.916,229,p
0.948,237,)
1.068,267,(
1.112,278,N
1.116,279,N
1.148,287,)
1.272,318,(
1.324,331,t
1.404,351,t
1.452,363,)
1.492,373,(
1.524,381,p
1.524,381,p
1.556,389,)
1.676,419,(
1.720,430,N
1.720,430,N
1.756,439,)
1.880,470,(
1.928,482,t
2.000,500,)
2.124,531,(
2.148,537,p
2.156,539,p
2.188,547,)
2.304,576,(
2.348,587,N
2.352,588,N
2.384,596,)
2.512,628,(
2.560,640,t
2.628,657,)
2.748,687,(
2.780,695,p
2.780,695,p
2.820,705,)
2.924,731,(
2.980,745,N
2.980,745,N
3.012,753,)
3.144,786,(
3.192,798,t
3.268,817,t
3.320,830,)
3.364,841,(
3.396,849,p
3.400,850,p
3.432,858,)
3.556,889,(
3.600,900,N
3.600,900,N
3.632,908,)
3.768,942,(
3.784,946,t
3.808,952,t
3.888,972,t
3.888,972,)
4.008,1002,(
4.036,1009,p
4.040,1010,p
4.072,1018,)
4.192,1048,(
4.236,1059,N
4.236,1059,N
4.268,1067,)
4.396,1099,(
4.444,1111,t
4.516,1129,)
4.636,1159,(
4.664,1166,p
4.672,1168,p
4.708,1177,)
4.828,1207,(
4.872,1218,N
4.872,1218,N
4.904,1226,)
5.028,1257,(
5.084,1271,t
5.168,1292,t
5.212,1303,)
5.256,1314,(
5.284,1321,p
5.288,1322,p
5.320,1330,)
5.444,1361,(
5.484,1371,N
5.488,1372,N
5.520,1380,)
5.640,1410,(
5.692,1423,t
5.780,1445,t
5.816,1454,)
5.896,1474,(
5.920,1480,p
5.924,1481,p
5.956,1489,)
6.076,1519,(
6.120,1530,N
6.120,1530,N
6.156,1539,)
6.288,1572,(
6.332,1583,t
6.416,1604,t
6.460,1615,)
6.512,1628,(
6.540,1635,p
6.540,1635,p
6.576,1644,)
6.688,1672,(
6.744,1686,N
6.744,1686,N
6.776,1694,)
6.896,1724,(
6.952,1738,t
7.036,1759,t
7.084,1771,)
7.140,1785,(
7.168,1792,p
7.172,1793,p
7.208,1802,)
7.332,1833,(
7.376,1844,N
7.376,1844,N
7.408,1852,)
7.528,1882,(
7.568,1892,t
7.580,1895,t
7.632,1908,)
7.780,1945,(
7.804,1951,p
7.812,1953,p
7.844,1961,)
7.964,1991,(
8.008,2002,N
8.008,2002,N
8.040,2010,)
8.168,2042,(
8.220,2055,t
8.284,2071,)
8.388,2097,(
8.420,2105,p
8.420,2105,p
8.456,2114,)
8.576,2144,(
8.620,2155,N
8.620,2155,N
8.652,2163,)
8.776,2194,(
8.816,2204,t
8.828,2207,t
8.888,2222,)
9.012,2253,(
9.040,2260,p
9.044,2261,p
9.076,2269,)
9.196,2299,(
9.240,2310,N
9.240,2310,N
9.272,2318,)
9.396,2349,(
9.448,2362,t
9.452,2363,t
9.500,2375,)
9.644,2411,(
9.668,2417,p
9.672,2418,p
9.712,2428,)
9.828,2457,(
9.872,2468,N
9.872,2468,N
9.904,2476,)
10.036,2509,(
10.084,2521,t
10.152,2538,)
10.252,2563,(
10.284,2571,p
10.284,2571,p
10.320,2580,)
10.436,2609,(
10.488,2622,N
10.488,2622,N
10.520,2630,)
10.648,2662,(
10.692,2673,t
10.776,2694,t
10.824,2706,)
10.884,2721,(
10.912,2728,p
10.916,2729,p
10.952,2738,)
11.072,2768,(
11.112,2778,N
11.112,2778,N
11.144,2786,)
11.256,2814,(
11.320,2830,t
11.404,2851,t
11.448,2862,)
11.508,2877,(
11.536,2884,p
11.540,2885,p
11.576,2894,)
11.692,2923,(
11.736,2934,N
11.736,2934,N
11.772,2943,)
11.884,2971,(
11.940,2985,t
12.020,3005,t
12.048,3012,)
12.308,3077,(
12.348,3087,N
12.352,3088,N
12.384,3096,)
12.508,3127,(
12.560,3140,t
12.644,3161,t
12.688,3172,)
12.744,3186,(
12.772,3193,p
12.776,3194,p
12.812,3203,)
12.936,3234,(
12.976,3244,N
12.976,3244,N
13.008,3252,)
13.136,3284,(
13.184,3296,t
13.256,3314,)
13.380,3345,(
13.404,3351,p
13.408,3352,p
13.444,3361,)
13.564,3391,(
13.608,3402,N
13.608,3402,N
13.644,3411,)
13.772,3443,(
13.824,3456,t
13.892,3473,)
14.000,3500,(
14.028,3507,p
14.032,3508,p
14.068,3517,)
14.180,3545,(
14.232,3558,N
14.232,3558,N
14.264,3566,)
14.388,3597,(
14.440,3610,t
14.440,3610,t
14.496,3624,)
14.632,3658,(
14.656,3664,p
14.668,3667,p
14.700,3675,)
14.804,3701,(
14.860,3715,N
14.860,3715,N
14.892,3723,)
15.076,3769,(
15.128,3782,t
15.156,3789,t
15.192,3798,)
15.260,3815,(
15.288,3822,p
15.292,3823,p
15.328,3832,)
15.432,3858,(
15.488,3872,N
15.488,3872,N
15.520,3880,)
15.712,3928,(
15.772,3943,t
15.788,3947,t
15.828,3957,)
15.880,3970,(
15.908,3977,p
15.912,3978,p
15.944,3986,)
16.060,4015,(
16.112,4028,N
16.112,4028,N
16.148,4037,)
16.276,4069,(
16.324,4081,t
16.388,4097,)
16.508,4127,(
16.536,4134,p
16.540,4135,p
16.576,4144,)
16.696,4174,(
16.740,4185,N
16.744,4186,N
16.772,4193,)
16.900,4225,(
16.940,4235,t
16.952,4238,t
17.012,4253,)
17.140,4285,(
17.168,4292,p
17.172,4293,p
17.212,4303,)
17.328,4332,(
17.372,4343,N
17.376,4344,N
17.404,4351,)
17.588,4397,(
17.652,4413,t
17.664,4416,t
17.692,4423,)
17.772,4443,(
17.800,4450,p
17.804,4451,p
17.840,4460,)
17.952,4488,(
18.000,4500,N
18.000,4500,N
18.032,4508,)
18.156,4539,(
18.208,4552,t
18.292,4573,t
18.344,4586,)
18.388,4597,(
18.416,4604,p
18.420,4605,p
18.460,4615,)
18.580,4645,(
18.620,4655,N
18.624,4656,N
18.652,4663,)
18.780,4695,(
18.832,4708,t
18.912,4728,t
18.968,4742,)
19.024,4756,(
19.052,4763,p
19.056,4764,p
19.088,4772,)
19.208,4802,(
19.252,4813,N
19.256,4814,N
19.288,4822,)
19.416,4854,(
19.468,4867,t
19.548,4887,t
19.600,4900,)
19.664,4916,(
19.692,4923,p
19.696,4924,p
19.728,4932,)
19.848,4962,(
19.892,4973,N
19.896,4974,N
19.928,4982,)
20.108,5027,(
20.180,5045,t
20.180,5045,t
20.232,5058,)
20.280,5070,(
20.308,5077,p
20.316,5079,p
20.344,5086,)
20.456,5114,(
20.512,5128,N
20.512,5128,N
20.544,5136,)
20.668,5167,(
20.724,5181,t
20.800,5200,t
20.860,5215,)
20.916,5229,(
20.940,5235,p
20.948,5237,p
20.980,5245,)
21.088,5272,(
21.144,5286,N
21.144,5286,N
21.176,5294,)
21.304,5326,(
21.356,5339,t
21.440,5360,t
21.492,5373,)
21.548,5387,(
21.572,5393,p
21.576,5394,p
21.616,5404,)
21.732,5433,(
21.776,5444,N
21.776,5444,N
21.804,5451,)
21.932,5483,(
21.980,5495,t
22.048,5512,)
22.164,5541,(
22.196,5549,p
22.200,5550,p
22.236,5559,)
22.344,5586,(
22.396,5599,N
22.396,5599,N
22.428,5607,)
22.552,5638,(
22.600,5650,t
22.672,5668,)
22.792,5698,(
22.820,5705,p
22.824,5706,p
22.860,5715,)
22.968,5742,(
23.020,5755,N
23.024,5756,N
23.056,5764,)
23.180,5795,(
23.232,5808,t
23.316,5829,t
23.364,5841,)
23.436,5859,(
23.460,5865,p
23.464,5866,p
23.500,5875,)
23.612,5903,(
23.660,5915,N
23.660,5915,N
23.692,5923,)
23.820,5955,(
23.856,5964,t
23.868,5967,t
23.948,5987,)
24.060,6015,(
24.088,6022,p
24.092,6023,p
24.128,6032,)
24.240,6060,(
24.288,6072,N
24.292,6073,N
24.320,6080,)
24.440,6110,(
24.492,6123,t
24.564,6141,)
24.676,6169,(
24.708,6177,p
24.712,6178,p
24.744,6186,)
24.856,6214,(
24.908,6227,N
24.912,6228,N
24.940,6235,)
25.064,6266,(
25.112,6278,t
25.116,6279,t
25.168,6292,)
25.332,6333,(
25.352,6338,p
25.360,6340,p
25.392,6348,)
25.496,6374,(
25.556,6389,N
25.556,6389,N
25.608,6402,)
25.732,6433,(
25.772,6443,t
25.848,6462,t
25.908,6477,)
25.944,6486,(
25.968,6492,p
25.972,6493,p
26.000,6500,)
26.124,6531,(
26.168,6542,N
26.172,6543,N
26.220,6555,)
26.332,6583,(
26.372,6593,t
26.460,6615,t
26.528,6632,)
26.568,6642,(
26.596,6649,p
26.600,6650,p
26.628,6657,)
26.720,6680,(
26.796,6699,N
26.800,6700,N
26.848,6712,)
26.976,6744,(
27.008,6752,t
27.112,6778,t
27.136,6784,)
27.188,6797,(
27.256,6814,p
27.260,6815,p
27.324,6831,)
27.384,6846,(
27.428,6857,N
27.428,6857,N
27.480,6870,)
27.580,6895,(
27.644,6911,t
27.720,6930,)
27.836,6959,(
27.864,6966,p
27.868,6967,p
27.904,6976,)
28.028,7007,(
28.068,7017,N
28.072,7018,N
28.120,7030,)
28.264,7066,(
28.296,7074,t
28.352,7088,)
28.468,7117,(
28.492,7123,p
28.500,7125,p
28.544,7136,)
28.656,7164,(
28.700,7175,N
28.704,7176,N
28.736,7184,)
28.924,7231,(
29.004,7251,t
29.040,7260,)
29.112,7278,(
29.136,7284,p
29.144,7286,p
29.172,7293,)
29.300,7325,(
29.344,7336,N
29.344,7336,N
29.376,7344,)
29.500,7375,(
29.552,7388,t
29.640,7410,t
29.688,7422,)
29.748,7437,(
29.772,7443,p
29.780,7445,p
29.812,7453,)
29.924,7481,(
29.980,7495,N
29.980,7495,N
30.012,7503,)
30.136,7534,(
30.184,7546,t
30.272,7568,t
30.316,7579,)
30.384,7596,(
30.412,7603,p
30.416,7604,p
30.452,7613,)
30.564,7641,(
30.616,7654,N
30.620,7655,N
30.648,7662,)
30.780,7695,(
30.828,7707,t
30.908,7727,t
30.956,7739,)
31.016,7754,(
31.044,7761,p
31.048,7762,p
31.084,7771,)
31.204,7801,(
31.244,7811,N
31.248,7812,N
31.280,7820,)
31.400,7850,(
31.456,7864,t
31.528,7882,)
31.652,7913,(
31.676,7919,p
31.684,7921,p
31.716,7929,)
31.840,7960,(
31.884,7971,N
31.888,7972,N
31.916,7979,)
32.040,8010,(
32.096,8024,t
32.164,8041,)
32.308,8077,(
32.332,8083,p
32.336,8084,p
32.376,8094,)
32.492,8123,(
32.536,8134,N
32.540,8135,N
32.572,8143,)
32.696,8174,(
32.696,8174,t
32.752,8188,t
32.820,8205,)
32.932,8233,(
32.956,8239,p
32.964,8241,p
33.000,8250,)
33.120,8280,(
33.164,8291,N
33.164,8291,N
33.196,8299,)
33.316,8329,(
33.368,8342,t
33.452,8363,t
33.492,8373,)
33.564,8391,(
33.588,8397,p
33.596,8399,p
33.628,8407,)
33.740,8435,(
33.792,8448,N
33.796,8449,N
33.824,8456,)
33.944,8486,(
34.000,8500,t
34.076,8519,)
34.204,8551,(
34.228,8557,p
34.236,8559,p
34.276,8569,)
34.392,8598,(
34.436,8609,N
34.440,8610,N
34.468,8617,)
34.596,8649,(
34.632,8658,t
34.648,8662,t
34.712,8678,)
34.832,8708,(
34.860,8715,p
34.868,8717,p
34.900,8725,)
35.024,8756,(
35.068,8767,N
35.072,8768,N
35.100,8775,)
35.224,8806,(
35.280,8820,t
35.364,8841,t
35.404,8851,)
35.476,8869,(
35.496,8874,p
35.508,8877,p
35.540,8885,)
35.652,8913,(
35.708,8927,N
35.708,8927,N
35.740,8935,)
35.864,8966,(
35.916,8979,t
36.004,9001,t
36.044,9011,)
36.120,9030,(
36.144,9036,p
36.152,9038,p
36.180,9045,)
36.300,9075,(
36.344,9086,N
36.344,9086,N
36.376,9094,)
36.508,9127,(
36.556,9139,t
36.624,9156,)
36.752,9188,(
36.780,9195,p
36.784,9196,p
36.820,9205,)
36.944,9236,(
36.988,9247,N
36.988,9247,N
37.020,9255,)
37.144,9286,(
37.200,9300,t
37.280,9320,t
37.340,9335,)
37.384,9346,(
37.408,9352,p
37.416,9354,p
37.452,9363,)
37.564,9391,(
37.616,9404,N
37.620,9405,N
37.648,9412,)
37.768,9442,(
37.828,9457,t
37.896,9474,)
38.040,9510,(
38.060,9515,p
38.068,9517,p
38.096,9524,)
38.216,9554,(
38.264,9566,N
38.268,9567,N
38.300,9575,)
38.476,9619,(
38.540,9635,t
38.560,9640,t
38.608,9652,)
38.700,9675,(
38.720,9680,p
38.732,9683,p
38.776,9694,)
38.884,9721,(
38.928,9732,N
38.932,9733,N
38.964,9741,)
39.144,9786,(
39.212,9803,t
39.232,9808,t
39.276,9819,)
39.336,9834,(
39.364,9841,p
39.368,9842,p
39.408,9852,)
39.520,9880,(
39.572,9893,N
39.572,9893,N
39.604,9901,)
39.788,9947,(
39.844,9961,t
39.864,9966,t
39.908,9977,)
40.004,10001,(
40.028,10007,p
40.032,10008,p
40.072,10018,)
40.188,10047,(
40.232,10058,N
40.236,10059,N
40.264,10066,)
40.448,10112,(
40.528,10132,t
40.540,10135,t
40.568,10142,)
40.652,10163,(
40.680,10170,p
40.684,10171,p
40.720,10180,)
40.832,10208,(
40.884,10221,N
40.888,10222,N
40.920,10230,)
41.056,10264,(
41.100,10275,t
41.184,10296,t
41.236,10309,)
41.300,10325,(
41.324,10331,p
41.332,10333,p
41.368,10342,)
41.488,10372,(
41.536,10384,N
41.536,10384,N
41.568,10392,)
41.700,10425,(
41.748,10437,t
41.836,10459,t
41.884,10471,)
41.964,10491,(
41.992,10498,p
41.996,10499,p
42.036,10509,)
42.156,10539,(
42.196,10549,N
42.200,10550,N
