Time,Sample #,Type
0.932,233,(
0.976,244,p
0.976,244,p
1.008,252,)
1.100,275,(
1.128,282,N
1.140,285,N
1.180,295,)
1.304,326,(
1.372,343,t
1.420,355,t
1.508,377,)
1.780,445,(
1.812,453,p
1.816,454,p
1.844,461,)
1.936,484,(
1.964,491,N
1.976,494,N
2.016,504,)
2.136,534,(
2.212,553,t
2.256,564,t
2.288,572,)
2.632,658,(
2.672,668,p
2.680,670,p
2.708,677,)
2.800,700,(
2.832,708,N
2.840,710,N
2.880,720,)
2.992,748,(
3.080,770,t
3.124,781,t
3.156,789,)
3.592,898,(
3.624,906,p
3.632,908,p
3.660,915,)
3.748,937,(
3.784,946,N
3.792,948,N
3.832,958,)
3.956,989,(
4.028,1007,t
4.072,1018,t
4.104,1026,)
4.552,1138,(
4.588,1147,p
4.592,1148,p
4.624,1156,)
4.720,1180,(
4.748,1187,N
4.756,1189,N
4.796,1199,)
4.928,1232,(
4.992,1248,t
5.040,1260,t
5.072,1268,)
5.496,1374,(
5.532,1383,p
5.536,1384,p
5.568,1392,)
5.660,1415,(
5.688,1422,N
5.700,1425,N
5.736,1434,)
5.864,1466,(
5.932,1483,t
5.976,1494,t
6.012,1503,t
6.060,1515,)
6.468,1617,(
6.500,1625,p
6.508,1627,p
6.536,1634,)
6.628,1657,(
6.660,1665,N
6.668,1667,N
6.708,1677,)
6.828,1707,(
6.908,1727,t
6.956,1739,t
6.984,1746,)
7.460,1865,(
7.484,1871,p
7.500,1875,p
7.520,1880,)
7.624,1906,(
7.656,1914,N
7.664,1916,N
7.700,1925,)
7.816,1954,(
7.900,1975,t
7.944,1986,t
7.980,1995,t
8.020,2005,)
8.440,2110,(
8.468,2117,p
8.484,2121,p
8.508,2127,)
8.608,2152,(
8.640,2160,N
8.648,2162,N
8.688,2172,)
8.792,2198,(
8.884,2221,t
8.928,2232,t
9.008,2252,t
9.012,2253,)
9.428,2357,(
9.456,2364,p
9.468,2367,p
9.496,2374,)
9.580,2395,(
9.620,2405,N
9.628,2407,N
9.668,2417,)
9.780,2445,(
9.864,2466,t
9.912,2478,t
9.944,2486,)
10.404,2601,(
10.432,2608,p
10.452,2613,p
10.476,2619,)
10.568,2642,(
10.604,2651,N
10.616,2654,N
10.652,2663,)
10.772,2693,(
10.856,2714,t
10.900,2725,t
10.928,2732,)
11.404,2851,(
11.428,2857,p
11.448,2862,p
11.468,2867,)
11.572,2893,(
11.600,2900,N
11.608,2902,N
11.636,2909,)
11.760,2940,(
11.848,2962,t
11.892,2973,t
11.924,2981,)
12.380,3095,(
12.412,3103,p
12.424,3106,p
12.448,3112,)
12.544,3136,(
12.576,3144,N
12.584,3146,N
12.624,3156,)
12.732,3183,(
12.816,3204,t
12.864,3216,t
12.896,3224,)
13.356,3339,(
13.384,3346,p
13.396,3349,p
13.420,3355,)
13.516,3379,(
13.548,3387,N
13.556,3389,N
13.596,3399,)
13.708,3427,(
13.792,3448,t
13.836,3459,t
13.872,3468,)
14.340,3585,(
14.360,3590,p
14.376,3594,p
14.400,3600,)
14.500,3625,(
14.528,3632,N
14.540,3635,N
14.580,3645,)
14.704,3676,(
14.784,3696,t
14.828,3707,t
14.860,3715,)
15.332,3833,(
15.360,3840,p
15.380,3845,p
15.400,3850,)
15.504,3876,(
15.532,3883,N
15.540,3885,N
15.580,3895,)
15.688,3922,(
15.780,3945,t
15.824,3956,t
15.856,3964,)
16.320,4080,(
16.352,4088,p
16.364,4091,p
16.388,4097,)
16.488,4122,(
16.520,4130,N
16.528,4132,N
16.568,4142,)
16.692,4173,(
16.764,4191,t
16.812,4203,t
16.848,4212,)
17.316,4329,(
17.348,4337,p
17.356,4339,p
17.380,4345,)
17.480,4370,(
17.508,4377,N
17.516,4379,N
17.556,4389,)
17.668,4417,(
17.756,4439,t
17.800,4450,t
17.832,4458,)
18.308,4577,(
18.332,4583,p
18.348,4587,p
18.372,4593,)
18.476,4619,(
18.504,4626,N
18.512,4628,N
18.552,4638,)
18.672,4668,(
18.756,4689,t
18.796,4699,t
18.828,4707,)
19.324,4831,(
19.344,4836,p
19.360,4840,p
19.384,4846,)
19.488,4872,(
19.520,4880,N
19.528,4882,N
19.568,4892,)
19.684,4921,(
19.768,4942,t
19.808,4952,t
19.840,4960,)
20.328,5082,(
20.360,5090,p
20.368,5092,p
20.400,5100,)
20.496,5124,(
20.524,5131,N
20.532,5133,N
20.572,5143,)
20.688,5172,(
20.768,5192,t
20.816,5204,t
20.900,5225,)
21.328,5332,(
21.364,5341,p
21.372,5343,p
21.396,5349,)
21.492,5373,(
21.528,5382,N
21.540,5385,N
21.576,5394,)
21.688,5422,(
21.776,5444,t
21.816,5454,t
21.848,5462,)
22.336,5584,(
22.360,5590,p
22.376,5594,p
22.400,5600,)
22.504,5626,(
22.532,5633,N
22.540,5635,N
22.580,5645,)
22.696,5674,(
22.784,5696,t
22.824,5706,t
22.856,5714,)
23.344,5836,(
23.364,5841,p
23.388,5847,p
23.412,5853,)
23.504,5876,(
23.540,5885,N
23.548,5887,N
23.588,5897,)
23.700,5925,(
23.784,5946,t
23.824,5956,t
23.860,5965,)
24.332,6083,(
24.360,6090,p
24.372,6093,p
24.396,6099,)
24.496,6124,(
24.524,6131,N
24.536,6134,N
24.576,6144,)
24.692,6173,(
24.768,6192,t
24.812,6203,t
24.856,6214,t
24.888,6222,)
25.308,6327,(
25.332,6333,p
25.356,6339,p
25.376,6344,)
25.476,6369,(
25.504,6376,N
25.512,6378,N
25.552,6388,)
25.664,6416,(
25.748,6437,t
25.788,6447,t
25.820,6455,)
26.288,6572,(
26.308,6577,p
26.336,6584,p
26.360,6590,)
26.460,6615,(
26.488,6622,N
26.500,6625,N
26.540,6635,)
26.656,6664,(
26.740,6685,t
26.780,6695,t
26.816,6704,)
27.288,6822,(
27.312,6828,p
27.324,6831,p
27.348,6837,)
27.448,6862,(
27.480,6870,N
27.488,6872,N
27.528,6882,)
27.644,6911,(
27.728,6932,t
27.768,6942,t
27.800,6950,)
28.280,7070,(
28.304,7076,p
28.316,7079,p
28.340,7085,)
28.444,7111,(
28.476,7119,N
28.484,7121,N
28.524,7131,)
28.640,7160,(
28.728,7182,t
28.768,7192,t
28.804,7201,)
29.288,7322,(
29.312,7328,p
29.328,7332,p
29.348,7337,)
29.456,7364,(
29.484,7371,N
29.496,7374,N
29.536,7384,)
29.652,7413,(
29.736,7434,t
29.776,7444,t
29.812,7453,)
30.312,7578,(
30.332,7583,p
30.348,7587,p
30.372,7593,)
30.476,7619,(
30.504,7626,N
30.512,7628,N
30.552,7638,)
30.680,7670,(
30.760,7690,t
30.800,7700,t
30.836,7709,)
31.340,7835,(
31.356,7839,p
31.376,7844,p
31.396,7849,)
31.504,7876,(
31.536,7884,N
31.544,7886,N
31.584,7896,)
31.708,7927,(
31.784,7946,t
31.828,7957,t
31.860,7965,)
32.364,8091,(
32.388,8097,p
32.404,8101,p
32.436,8109,)
32.536,8134,(
32.564,8141,N
32.576,8144,N
32.616,8154,)
32.736,8184,(
32.816,8204,t
32.860,8215,t
32.892,8223,)
33.384,8346,(
33.404,8351,p
33.424,8356,p
33.448,8362,)
