Time,Sample #,Type
0.300,75,(
0.340,85,p
0.344,86,p
0.392,98,)
0.428,107,(
0.484,121,N
0.488,122,N
0.552,138,)
0.656,164,(
0.748,187,t
0.756,189,t
0.872,218,)
1.148,287,(
1.180,295,p
1.188,297,p
1.228,307,)
1.264,316,(
1.316,329,N
1.324,331,N
1.388,347,)
1.508,377,(
1.592,398,t
1.592,398,t
1.700,425,)
1.824,456,(
1.856,464,p
1.864,466,p
1.908,477,)
1.928,482,(
2.000,500,N
2.004,501,N
2.064,516,)
2.180,545,(
2.280,570,t
2.284,571,t
2.348,587,)
2.656,664,(
2.688,672,p
2.696,674,p
2.736,684,)
2.756,689,(
2.808,702,N
2.812,703,N
2.896,724,)
2.924,731,(
3.012,753,t
3.024,756,t
3.120,780,t
3.124,781,t
3.196,799,)
3.372,843,(
3.400,850,p
3.404,851,p
3.452,863,)
3.496,874,(
3.524,881,N
3.528,882,N
3.608,902,)
3.732,933,(
3.808,952,t
3.816,954,t
3.940,985,)
4.220,1055,(
4.252,1063,p
4.260,1065,p
4.300,1075,)
4.340,1085,(
4.396,1099,N
4.400,1100,N
4.456,1114,)
4.584,1146,(
4.756,1189,t
4.764,1191,t
4.816,1204,)
4.892,1223,(
4.924,1231,p
4.928,1232,p
4.976,1244,)
5.020,1255,(
5.068,1267,N
5.076,1269,N
5.132,1283,)
5.264,1316,(
5.356,1339,t
5.360,1340,t
5.480,1370,)
5.732,1433,(
5.764,1441,p
5.768,1442,p
5.808,1452,)
5.824,1456,(
5.900,1475,N
5.908,1477,N
5.968,1492,)
6.104,1526,(
6.180,1545,t
6.188,1547,t
6.288,1572,)
6.416,1604,(
6.452,1613,p
6.460,1615,p
6.504,1626,)
6.524,1631,(
6.596,1649,N
6.600,1650,N
6.632,1658,)
6.796,1699,(
6.876,1719,t
6.884,1721,t
6.968,1742,)
7.264,1816,(
7.304,1826,p
7.308,1827,p
7.348,1837,)
7.384,1846,(
7.424,1856,N
7.428,1857,N
7.516,1879,)
7.556,1889,(
7.632,1908,t
7.636,1909,t
7.728,1932,t
7.736,1934,t
7.820,1955,)
7.984,1996,(
8.016,2004,p
8.024,2006,p
8.064,2016,)
8.104,2026,(
8.136,2034,N
8.140,2035,N
8.224,2056,)
8.344,2086,(
8.412,2103,t
8.420,2105,t
8.532,2133,)
8.828,2207,(
8.860,2215,p
8.868,2217,p
8.908,2227,)
8.964,2241,(
9.004,2251,N
9.008,2252,N
9.072,2268,)
9.204,2301,(
9.292,2323,t
9.300,2325,t
9.416,2354,)
9.508,2377,(
9.544,2386,p
9.552,2388,p
9.592,2398,)
9.628,2407,(
9.688,2422,N
9.696,2424,N
9.760,2440,)
10.000,2500,(
10.064,2516,t
10.064,2516,t
10.156,2539,)
10.364,2591,(
10.400,2600,p
10.404,2601,p
10.448,2612,)
10.476,2619,(
10.540,2635,N
10.544,2636,N
10.624,2656,)
10.672,2668,(
10.724,2681,t
10.724,2681,t
10.804,2701,t
10.812,2703,t
10.936,2734,)
11.060,2765,(
11.088,2772,p
11.096,2774,p
11.144,2786,)
11.160,2790,(
11.216,2804,N
11.220,2805,N
11.296,2824,)
11.432,2858,(
11.516,2879,t
11.520,2880,t
11.600,2900,)
11.920,2980,(
11.948,2987,p
11.956,2989,p
12.000,3000,)
12.020,3005,(
12.072,3018,N
12.080,3020,N
12.156,3039,)
12.296,3074,(
