Time,Sample #,Type
0.696,174,(
0.736,184,p
0.796,199,)
0.868,217,(
0.896,224,N
0.900,225,N
0.956,239,)
1.004,251,(
1.092,273,t
1.100,275,t
1.172,293,)
1.208,302,(
1.240,310,p
1.252,313,p
1.316,329,)
1.372,343,(
1.404,351,N
1.408,352,N
1.460,365,)
1.532,383,(
1.600,400,t
1.604,401,t
1.680,420,)
1.716,429,(
1.736,434,p
1.752,438,p
1.792,448,)
1.864,466,(
1.904,476,N
1.912,478,N
1.960,490,)
2.024,506,(
2.096,524,t
2.104,526,t
2.184,546,)
2.212,553,(
2.244,561,p
2.256,564,p
2.320,580,)
2.372,593,(
2.416,604,N
2.420,605,N
2.472,618,)
2.536,634,(
2.608,652,t
2.616,654,t
2.700,675,)
2.728,682,(
2.760,690,p
2.772,693,p
2.828,707,)
2.888,722,(
2.928,732,N
2.936,734,N
2.984,746,)
3.040,760,(
3.124,781,t
3.132,783,t
3.216,804,)
3.248,812,(
3.284,821,p
3.296,824,p
3.352,838,)
3.424,856,(
3.456,864,N
3.460,865,N
3.508,877,)
3.568,892,(
3.652,913,t
3.656,914,t
3.744,936,)
3.780,945,(
3.812,953,p
3.836,959,p
3.876,969,)
3.956,989,(
3.988,997,N
3.992,998,N
4.044,1011,)
4.108,1027,(
4.180,1045,t
4.184,1046,t
4.268,1067,)
4.304,1076,(
4.332,1083,p
4.344,1086,p
4.400,1100,)
4.472,1118,(
4.500,1125,N
4.508,1127,N
4.560,1140,)
4.620,1155,(
4.696,1174,t
4.700,1175,t
4.776,1194,)
4.804,1201,(
4.832,1208,p
4.844,1211,p
4.900,1225,)
4.976,1244,(
5.000,1250,N
5.008,1252,N
5.060,1265,)
5.112,1278,(
5.192,1298,t
5.200,1300,t
5.268,1317,)
5.468,1367,(
5.492,1373,N
5.500,1375,N
5.556,1389,)
5.604,1401,(
5.684,1421,t
5.688,1422,t
5.756,1439,)
5.792,1448,(
5.820,1455,p
5.820,1455,p
5.876,1469,)
5.952,1488,(
5.980,1495,N
5.984,1496,N
6.040,1510,)
6.100,1525,(
6.172,1543,t
6.180,1545,t
6.252,1563,)
6.268,1567,(
6.312,1578,p
6.372,1593,)
6.436,1609,(
6.468,1617,N
6.476,1619,N
6.528,1632,)
6.588,1647,(
6.660,1665,t
6.668,1667,t
6.744,1686,)
6.776,1694,(
6.808,1702,p
6.824,1706,p
6.876,1719,)
6.940,1735,(
6.972,1743,N
6.976,1744,N
7.028,1757,)
7.092,1773,(
7.164,1791,t
7.172,1793,t
7.248,1812,)
7.296,1824,(
7.332,1833,p
7.336,1834,p
7.388,1847,)
7.468,1867,(
7.496,1874,N
7.500,1875,N
7.552,1888,)
7.616,1904,(
7.692,1923,t
7.696,1924,t
7.784,1946,)
7.836,1959,(
7.868,1967,p
7.888,1972,p
7.940,1985,)
8.008,2002,(
8.048,2012,N
8.052,2013,N
8.104,2026,)
8.160,2040,(
8.244,2061,t
8.252,2063,t
8.336,2084,)
8.380,2095,(
8.420,2105,p
8.432,2108,p
8.492,2123,)
8.556,2139,(
8.588,2147,N
8.596,2149,N
8.644,2161,)
8.692,2173,(
8.788,2197,t
8.792,2198,t
8.876,2219,)
8.928,2232,(
8.952,2238,p
8.968,2242,p
9.020,2255,)
9.096,2274,(
9.124,2281,N
9.128,2282,N
9.180,2295,)
9.240,2310,(
9.324,2331,t
9.328,2332,t
9.412,2353,)
9.444,2361,(
9.472,2368,p
9.488,2372,p
9.536,2384,)
9.608,2402,(
9.640,2410,N
9.648,2412,N
9.700,2425,)
9.756,2439,(
9.832,2458,t
9.840,2460,t
9.920,2480,)
9.948,2487,(
9.976,2494,p
9.992,2498,p
10.044,2511,)
10.108,2527,(
10.144,2536,N
10.148,2537,N
10.200,2550,)
10.256,2564,(
10.336,2584,t
10.344,2586,t
10.420,2605,)
10.452,2613,(
10.472,2618,p
10.492,2623,p
10.544,2636,)
10.612,2653,(
10.644,2661,N
10.648,2662,N
10.700,2675,)
10.748,2687,(
10.832,2708,t
10.844,2711,t
10.920,2730,)
10.952,2738,(
10.976,2744,p
10.988,2747,p
11.048,2762,)
11.120,2780,(
11.144,2786,N
11.152,2788,N
11.200,2800,)
11.264,2816,(
11.336,2834,t
11.344,2836,t
11.424,2856,)
11.620,2905,(
11.652,2913,N
11.660,2915,N
11.708,2927,)
11.768,2942,(
11.844,2961,t
11.852,2963,t
11.936,2984,)
12.136,3034,(
12.164,3041,N
12.168,3042,N
12.216,3054,)
12.264,3066,(
12.356,3089,t
12.360,3090,t
12.444,3111,)
12.472,3118,(
12.508,3127,p
12.520,3130,p
12.576,3144,)
12.644,3161,(
12.676,3169,N
12.680,3170,N
12.736,3184,)
12.800,3200,(
12.868,3217,t
12.876,3219,t
12.956,3239,)
12.980,3245,(
13.008,3252,p
13.028,3257,p
13.080,3270,)
13.136,3284,(
13.176,3294,N
13.184,3296,N
13.236,3309,)
13.280,3320,(
13.364,3341,t
13.376,3344,t
13.448,3362,)
13.476,3369,(
13.508,3377,p
13.512,3378,p
13.560,3390,)
13.644,3411,(
13.672,3418,N
13.676,3419,N
13.728,3432,)
13.784,3446,(
13.860,3465,t
