Time,Sample #,Type
0.656,164,(
0.696,174,N
0.696,174,N
0.732,183,)
0.836,209,(
0.860,215,t
0.928,232,t
0.928,232,)
1.284,321,(
1.316,329,N
1.320,330,N
1.352,338,)
1.460,365,(
1.532,383,t
1.584,396,t
1.608,402,)
1.828,457,(
1.860,465,N
1.864,466,N
1.900,475,)
2.008,502,(
2.064,516,t
2.116,529,t
2.148,537,)
2.380,595,(
2.416,604,N
2.416,604,N
2.456,614,)
2.560,640,(
2.628,657,t
2.676,669,t
2.716,679,)
2.944,736,(
2.976,744,N
2.980,745,N
3.024,756,)
3.112,778,(
3.164,791,t
3.228,807,t
3.240,810,)
3.492,873,(
3.524,881,N
3.528,882,N
3.564,891,)
3.676,919,(
3.720,930,t
3.784,946,t
3.808,952,)
4.032,1008,(
4.064,1016,N
4.068,1017,N
4.104,1026,)
4.208,1052,(
4.252,1063,t
4.304,1076,t
4.340,1085,)
4.532,1133,(
4.588,1147,N
4.588,1147,N
4.628,1157,)
4.724,1181,(
4.784,1196,t
4.836,1209,t
4.872,1218,)
5.096,1274,(
5.124,1281,N
5.132,1283,N
5.172,1293,)
5.640,1410,(
5.676,1419,N
5.680,1420,N
5.716,1429,)
5.820,1455,(
5.868,1467,t
5.924,1481,t
5.948,1487,)
6.168,1542,(
6.204,1551,N
6.208,1552,N
6.240,1560,)
6.332,1583,(
6.396,1599,t
6.448,1612,t
6.488,1622,)
6.716,1679,(
6.748,1687,N
6.752,1688,N
6.804,1701,)
7.264,1816,(
7.300,1825,N
7.304,1826,N
7.344,1836,)
7.824,1956,(
7.860,1965,N
7.860,1965,N
7.900,1975,)
8.000,2000,(
8.044,2011,t
8.100,2025,t
8.132,2033,)
8.348,2087,(
8.384,2096,N
8.384,2096,N
8.420,2105,)
8.520,2130,(
8.576,2144,t
8.628,2157,t
8.664,2166,)
8.900,2225,(
8.932,2233,N
8.936,2234,N
8.976,2244,)
9.068,2267,(
9.116,2279,t
9.176,2294,t
9.192,2298,)
9.424,2356,(
9.460,2365,N
9.460,2365,N
9.500,2375,)
9.604,2401,(
9.648,2412,t
9.708,2427,t
9.728,2432,)
9.964,2491,(
10.000,2500,N
10.000,2500,N
10.040,2510,)
10.136,2534,(
10.200,2550,t
10.252,2563,t
10.292,2573,)
10.528,2632,(
10.560,2640,N
10.564,2641,N
10.608,2652,)
11.088,2772,(
11.124,2781,N
11.124,2781,N
11.160,2790,)
11.624,2906,(
11.660,2915,N
11.660,2915,N
11.700,2925,)
11.800,2950,(
11.860,2965,t
11.916,2979,t
11.952,2988,)
12.184,3046,(
12.216,3054,N
12.216,3054,N
12.256,3064,)
12.348,3087,(
12.400,3100,t
12.460,3115,t
12.476,3119,)
12.712,3178,(
12.748,3187,N
12.748,3187,N
12.784,3196,)
12.900,3225,(
12.944,3236,t
13.004,3251,t
13.032,3258,)
13.248,3312,(
13.284,3321,N
13.284,3321,N
13.320,3330,)
13.424,3356,(
13.476,3369,t
13.528,3382,t
13.564,3391,)
13.780,3445,(
13.816,3454,N
13.816,3454,N
13.856,3464,)
13.956,3489,(
14.016,3504,t
14.060,3515,t
14.104,3526,)
14.324,3581,(
14.360,3590,N
14.360,3590,N
14.404,3601,)
14.884,3721,(
14.920,3730,N
14.920,3730,N
14.960,3740,)
15.412,3853,(
15.468,3867,N
15.468,3867,N
15.508,3877,)
15.988,3997,(
16.024,4006,N
16.024,4006,N
16.064,4016,)
16.156,4039,(
16.208,4052,t
16.260,4065,t
16.288,4072,)
16.520,4130,(
16.552,4138,N
16.556,4139,N
16.596,4149,)
16.696,4174,(
16.748,4187,t
16.808,4202,t
16.828,4207,)
17.056,4264,(
17.092,4273,N
17.096,4274,N
17.132,4283,)
17.232,4308,(
17.280,4320,t
17.336,4334,t
17.368,4342,)
17.588,4397,(
17.624,4406,N
17.624,4406,N
17.664,4416,)
17.748,4437,(
17.812,4453,t
17.860,4465,t
17.904,4476,)
18.112,4528,(
18.168,4542,N
18.168,4542,N
18.212,4553,)
18.684,4671,(
18.720,4680,N
18.720,4680,N
18.760,4690,)
19.240,4810,(
19.276,4819,N
19.276,4819,N
19.312,4828,)
19.776,4944,(
19.812,4953,N
19.812,4953,N
19.852,4963,)
19.948,4987,(
20.012,5003,t
20.060,5015,t
20.100,5025,)
20.328,5082,(
20.360,5090,N
20.364,5091,N
20.404,5101,)
20.852,5213,(
20.888,5222,N
20.888,5222,N
20.924,5231,)
21.028,5257,(
21.084,5271,t
21.140,5285,t
21.164,5291,)
21.384,5346,(
21.424,5356,N
21.424,5356,N
21.460,5365,)
21.940,5485,(
21.976,5494,N
21.976,5494,N
22.020,5505,)
22.116,5529,(
22.164,5541,t
22.228,5557,t
22.248,5562,)
22.476,5619,(
22.512,5628,N
22.512,5628,N
22.552,5638,)
22.660,5665,(
22.704,5676,t
22.764,5691,t
22.792,5698,)
23.016,5754,(
23.052,5763,N
23.056,5764,N
23.092,5773,)
23.560,5890,(
23.596,5899,N
23.600,5900,N
23.636,5909,)
24.120,6030,(
24.156,6039,N
24.160,6040,N
24.200,6050,)
24.676,6169,(
24.712,6178,N
24.712,6178,N
24.756,6189,)
25.220,6305,(
25.256,6314,N
25.256,6314,N
25.296,6324,)
25.400,6350,(
25.444,6361,t
25.500,6375,t
25.532,6383,)
25.748,6437,(
25.784,6446,N
25.784,6446,N
25.820,6455,)
25.916,6479,(
25.976,6494,t
26.020,6505,t
26.064,6516,)
26.292,6573,(
26.328,6582,N
26.328,6582,N
26.372,6593,)
26.848,6712,(
26.884,6721,N
26.888,6722,N
26.924,6731,)
27.408,6852,(
27.444,6861,N
27.444,6861,N
27.480,6870,)
27.944,6986,(
27.976,6994,N
27.980,6995,N
28.020,7005,)
28.108,7027,(
28.168,7042,t
28.224,7056,t
28.256,7064,)
28.492,7123,(
28.528,7132,N
28.532,7133,N
28.572,7143,)
28.668,7167,(
28.716,7179,t
28.772,7193,t
28.792,7198,)
29.016,7254,(
29.056,7264,N
29.056,7264,N
29.092,7273,)
29.200,7300,(
29.252,7313,t
29.308,7327,t
29.336,7334,)
29.556,7389,(
29.592,7398,N
29.596,7399,N
29.632,7408,)
29.720,7430,(
29.780,7445,t
29.828,7457,t
29.868,7467,)
30.096,7524,(
30.128,7532,N
30.132,7533,N
30.180,7545,)
30.268,7567,(
30.320,7580,t
30.380,7595,t
30.400,7600,)
30.632,7658,(
30.664,7666,N
30.664,7666,N
30.704,7676,)
31.168,7792,(
31.204,7801,N
31.204,7801,N
31.244,7811,)
31.712,7928,(
31.752,7938,N
31.752,7938,N
31.792,7948,)
32.280,8070,(
32.316,8079,N
32.316,8079,N
32.356,8089,)
32.460,8115,(
32.508,8127,t
32.568,8142,t
32.592,8148,)
32.812,8203,(
32.844,8211,N
32.848,8212,N
32.888,8222,)
32.988,8247,(
33.036,8259,t
33.092,8273,t
33.124,8281,)
33.348,8337,(
33.384,8346,N
33.384,8346,N
33.424,8356,)
33.520,8380,(
33.580,8395,t
33.628,8407,t
33.660,8415,)
33.884,8471,(
33.920,8480,N
33.920,8480,N
33.960,8490,)
34.428,8607,(
34.464,8616,N
34.464,8616,N
34.504,8626,)
34.972,8743,(
35.012,8753,N
35.012,8753,N
35.048,8762,)
35.536,8884,(
35.572,8893,N
35.572,8893,N
35.616,8904,)
35.712,8928,(
35.760,8940,t
35.820,8955,t
35.848,8962,)
36.084,9021,(
36.116,9029,N
36.120,9030,N
36.160,9040,)
36.632,9158,(
36.668,9167,N
36.668,9167,N
36.708,9177,)
36.804,9201,(
36.856,9214,t
36.908,9227,t
36.940,9235,)
37.156,9289,(
37.192,9298,N
37.192,9298,N
37.228,9307,)
37.324,9331,(
37.388,9347,t
37.436,9359,t
37.472,9368,)
37.692,9423,(
37.728,9432,N
37.728,9432,N
37.764,9441,)
37.856,9464,(
37.912,9478,t
37.964,9491,t
38.000,9500,)
38.236,9559,(
38.272,9568,N
38.272,9568,N
38.316,9579,)
38.416,9604,(
38.464,9616,t
38.528,9632,t
38.544,9636,)
