Time,Sample #,Type
0.468,117,(
0.504,126,p
0.512,128,p
0.556,139,)
0.620,155,(
0.656,164,N
0.668,167,N
0.700,175,)
0.736,184,(
0.852,213,t
0.864,216,t
0.956,239,t
0.964,241,t
1.000,250,)
1.608,402,(
1.644,411,p
1.648,412,p
1.692,423,)
1.756,439,(
1.792,448,N
1.808,452,N
1.840,460,)
1.872,468,(
1.984,496,t
2.004,501,t
2.096,524,t
2.096,524,t
2.144,536,)
2.692,673,(
2.732,683,p
2.740,685,p
2.780,695,)
2.844,711,(
2.880,720,N
2.896,724,N
2.928,732,)
3.116,779,(
3.192,798,t
3.200,800,t
3.244,811,)
3.796,949,(
3.840,960,p
3.844,961,p
3.888,972,)
3.956,989,(
3.988,997,N
4.000,1000,N
4.036,1009,)
4.216,1054,(
4.288,1072,t
4.288,1072,t
4.328,1082,)
4.932,1233,(
4.972,1243,p
4.980,1245,p
5.020,1255,)
5.088,1272,(
5.124,1281,N
5.136,1284,N
5.168,1292,)
5.208,1302,(
5.308,1327,t
5.332,1333,t
5.424,1356,t
5.432,1358,t
5.464,1366,)
6.052,1513,(
6.092,1523,p
6.092,1523,p
6.136,1534,)
6.204,1551,(
6.236,1559,N
6.252,1563,N
6.284,1571,)
6.340,1585,(
6.420,1605,t
6.448,1612,t
6.540,1635,t
6.540,1635,t
6.592,1648,)
7.136,1784,(
7.176,1794,p
7.184,1796,p
7.228,1807,)
7.288,1822,(
7.324,1831,N
7.344,1836,N
7.376,1844,)
7.436,1859,(
7.516,1879,t
7.540,1885,t
7.632,1908,t
7.640,1910,t
7.692,1923,)
8.260,2065,(
8.296,2074,p
8.304,2076,p
8.348,2087,)
8.416,2104,(
8.452,2113,N
8.468,2117,N
8.500,2125,)
8.524,2131,(
8.648,2162,t
8.668,2167,t
8.760,2190,t
8.764,2191,t
8.800,2200,)
9.408,2352,(
9.456,2364,p
9.460,2365,p
9.504,2376,)
9.572,2393,(
9.608,2402,N
9.624,2406,N
9.656,2414,)
9.840,2460,(
9.912,2478,t
9.912,2478,t
9.956,2489,)
10.552,2638,(
10.588,2647,p
10.592,2648,p
10.636,2659,)
10.700,2675,(
10.736,2684,N
10.752,2688,N
10.784,2696,)
10.844,2711,(
10.932,2733,t
10.948,2737,t
11.040,2760,t
11.044,2761,t
11.088,2772,)
11.636,2909,(
11.680,2920,p
11.688,2922,p
11.732,2933,)
11.792,2948,(
11.828,2957,N
11.844,2961,N
11.876,2969,)
12.056,3014,(
12.136,3034,t
12.136,3034,t
12.188,3047,)
12.776,3194,(
12.816,3204,p
12.824,3206,p
12.868,3217,)
12.932,3233,(
12.968,3242,N
12.984,3246,N
13.016,3254,)
13.092,3273,(
13.176,3294,t
13.184,3296,t
13.276,3319,t
13.276,3319,t
13.316,3329,)
13.928,3482,(
13.972,3493,p
13.976,3494,p
14.020,3505,)
14.088,3522,(
14.124,3531,N
14.140,3535,N
14.172,3543,)
14.228,3557,(
14.304,3576,t
14.336,3584,t
14.428,3607,t
14.436,3609,t
14.476,3619,)
15.076,3769,(
15.116,3779,p
15.120,3780,p
15.164,3791,)
15.228,3807,(
15.268,3817,N
15.280,3820,N
15.316,3829,)
15.408,3852,(
15.452,3863,t
15.476,3869,t
15.568,3892,t
15.572,3893,t
15.620,3905,)
16.184,4046,(
16.224,4056,p
16.232,4058,p
16.272,4068,)
16.336,4084,(
16.372,4093,N
16.388,4097,N
16.424,4106,)
16.608,4152,(
16.676,4169,t
16.684,4171,t
16.728,4182,)
17.324,4331,(
17.368,4342,p
17.372,4343,p
17.416,4354,)
17.480,4370,(
17.516,4379,N
17.532,4383,N
17.564,4391,)
17.644,4411,(
17.716,4429,t
17.720,4430,t
17.820,4455,t
17.820,4455,t
17.880,4470,)
18.488,4622,(
18.532,4633,p
18.536,4634,p
18.580,4645,)
18.648,4662,(
18.680,4670,N
18.696,4674,N
