Time,Sample #,Type
0.352,88,(
0.376,94,p
0.384,96,p
0.432,108,)
0.540,135,(
0.576,144,N
0.584,146,N
0.628,157,)
0.728,182,(
0.832,208,t
0.840,210,t
0.964,241,)
1.820,455,(
1.852,463,p
1.860,465,p
1.904,476,)
2.020,505,(
2.052,513,N
2.064,516,N
2.112,528,)
2.316,579,(
2.352,588,t
2.496,624,t
2.600,650,t
2.620,655,)
3.184,796,(
3.220,805,p
3.224,806,p
3.272,818,)
3.380,845,(
3.420,855,N
3.428,857,N
3.472,868,)
3.592,898,(
3.664,916,t
3.720,930,t
3.820,955,t
3.832,958,)
4.524,1131,(
4.556,1139,p
4.560,1140,p
4.600,1150,)
4.720,1180,(
4.756,1189,N
4.764,1191,N
4.808,1202,)
4.900,1225,(
4.996,1249,t
5.140,1285,t
5.140,1285,t
5.260,1315,)
5.868,1467,(
5.896,1474,p
5.904,1476,p
5.952,1488,)
6.064,1516,(
6.096,1524,N
6.108,1527,N
6.152,1538,)
6.260,1565,(
6.344,1586,t
6.480,1620,t
6.500,1625,t
6.600,1650,)
7.288,1822,(
7.320,1830,p
7.328,1832,p
7.364,1841,)
7.484,1871,(
7.516,1879,N
7.528,1882,N
7.572,1893,)
7.684,1921,(
7.764,1941,t
7.812,1953,t
7.908,1977,t
7.912,1978,)
8.604,2151,(
8.636,2159,p
8.644,2161,p
8.720,2180,)
8.800,2200,(
8.836,2209,N
8.844,2211,N
8.892,2223,)
9.020,2255,(
9.084,2271,t
9.128,2282,t
9.240,2310,)
9.948,2487,(
9.980,2495,p
9.988,2497,p
10.032,2508,)
10.144,2536,(
10.180,2545,N
10.188,2547,N
10.236,2559,)
10.480,2620,(
10.568,2642,t
10.604,2651,t
10.692,2673,)
11.312,2828,(
11.344,2836,p
11.352,2838,p
11.396,2849,)
11.516,2879,(
11.548,2887,N
11.556,2889,N
11.600,2900,)
11.672,2918,(
11.788,2947,t
11.848,2962,t
11.932,2983,)
12.732,3183,(
12.760,3190,p
12.764,3191,p
12.816,3204,)
12.924,3231,(
12.960,3240,N
12.972,3243,N
13.012,3253,)
13.108,3277,(
13.208,3302,t
13.284,3321,t
13.336,3334,)
14.080,3520,(
14.112,3528,p
14.120,3530,p
14.172,3543,)
14.244,3561,(
14.312,3578,N
14.320,3580,N
14.368,3592,)
14.452,3613,(
14.556,3639,t
14.704,3676,t
14.708,3677,t
14.824,3706,)
15.440,3860,(
15.476,3869,p
15.480,3870,p
15.524,3881,)
15.640,3910,(
15.676,3919,N
15.684,3921,N
15.732,3933,)
16.020,4005,(
16.084,4021,t
16.108,4027,t
16.184,4046,)
16.892,4223,(
16.920,4230,p
16.928,4232,p
16.972,4243,)
17.084,4271,(
17.116,4279,N
17.128,4282,N
17.172,4293,)
17.296,4324,(
17.376,4344,t
17.432,4358,)
18.224,4556,(
18.256,4564,p
18.264,4566,p
18.308,4577,)
18.420,4605,(
18.460,4615,N
18.468,4617,N
18.512,4628,)
19.616,4904,(
19.648,4912,p
19.656,4914,p
19.704,4926,)
19.812,4953,(
19.848,4962,N
19.860,4965,N
19.904,4976,)
20.188,5047,(
20.264,5066,t
20.268,5067,t
20.352,5088,)
21.000,5250,(
21.032,5258,p
21.040,5260,p
21.084,5271,)
21.200,5300,(
21.232,5308,N
21.244,5311,N
21.292,5323,)
21.388,5347,(
21.476,5369,t
21.532,5383,t
21.640,5410,t
21.648,5412,)
22.400,5600,(
22.428,5607,p
22.436,5609,p
22.480,5620,)
22.592,5648,(
22.632,5658,N
22.640,5660,N
22.680,5670,)
22.800,5700,(
22.876,5719,t
22.924,5731,t
23.036,5759,t
23.040,5760,)
23.760,5940,(
23.792,5948,p
23.796,5949,p
23.844,5961,)
23.952,5988,(
23.992,5998,N
24.000,6000,N
24.044,6011,)
24.152,6038,(
24.232,6058,t
24.288,6072,t
24.384,6096,)
25.120,6280,(
25.152,6288,p
25.156,6289,p
25.204,6301,)
25.320,6330,(
25.352,6338,N
25.360,6340,N
25.408,6352,)
25.492,6373,(
25.592,6398,t
25.748,6437,t
25.756,6439,t
25.876,6469,)
26.524,6631,(
26.556,6639,p
26.564,6641,p
26.608,6652,)
26.720,6680,(
26.752,6688,N
26.764,6691,N
26.808,6702,)
26.912,6728,(
26.996,6749,t
27.128,6782,t
27.148,6787,t
27.260,6815,)
27.844,6961,(
27.876,6969,p
27.884,6971,p
27.932,6983,)
28.008,7002,(
28.076,7019,N
28.088,7022,N
28.132,7033,)
28.372,7093,(
28.488,7122,t
28.508,7127,t
28.592,7148,)
29.208,7302,(
29.236,7309,p
29.244,7311,p
29.284,7321,)
29.368,7342,(
29.436,7359,N
29.444,7361,N
29.492,7373,)
29.604,7401,(
29.680,7420,t
29.832,7458,t
29.836,7459,t
29.952,7488,)
30.580,7645,(
30.616,7654,p
30.624,7656,p
30.676,7669,)
30.784,7696,(
30.816,7704,N
30.824,7706,N
30.872,7718,)
31.152,7788,(
31.200,7800,t
31.216,7804,t
31.316,7829,)
31.984,7996,(
32.016,8004,p
32.024,8006,p
32.076,8019,)
32.148,8037,(
32.220,8055,N
32.228,8057,N
32.272,8068,)
32.380,8095,(
32.472,8118,t
32.620,8155,t
32.620,8155,t
32.724,8181,)
33.140,8285,(
33.180,8295,p
33.188,8297,p
33.236,8309,)
33.344,8336,(
33.380,8345,N
33.388,8347,N
33.432,8358,)
33.544,8386,(
33.620,8405,t
33.672,8418,t
33.780,8445,)
34.680,8670,(
34.712,8678,p
34.720,8680,p
34.772,8693,)
34.876,8719,(
34.912,8728,N
34.920,8730,N
34.968,8742,)
35.072,8768,(
35.164,8791,t
35.208,8802,t
35.320,8830,)
36.132,9033,(
36.164,9041,p
36.172,9043,p
36.220,9055,)
36.332,9083,(
36.364,9091,N
36.372,9093,N
36.424,9106,)
36.488,9122,(
36.604,9151,t
36.612,9153,t
36.752,9188,t
36.772,9193,t
36.844,9211,)
37.528,9382,(
37.560,9390,p
37.568,9392,p
37.612,9403,)
37.724,9431,(
37.760,9440,N
37.768,9442,N
37.816,9454,)
37.924,9481,(
38.008,9502,t
38.148,9537,t
38.160,9540,t
38.276,9569,)
38.848,9712,(
38.880,9720,p
38.888,9722,p
