Time,Sample #,Type
0.692,173,(
0.724,181,p
0.736,184,p
0.764,191,)
0.892,223,(
0.960,240,N
0.972,243,N
1.012,253,)
1.484,371,(
1.572,393,N
1.584,396,N
1.624,406,)
2.124,531,(
2.196,549,N
2.208,552,N
2.252,563,)
2.320,580,(
2.380,595,t
2.472,618,)
2.556,639,(
2.588,647,p
2.600,650,p
2.628,657,)
2.756,689,(
2.824,706,N
2.836,709,N
2.876,719,)
2.916,729,(
3.000,750,t
3.108,777,)
3.188,797,(
3.224,806,p
3.224,806,p
3.260,815,)
3.368,842,(
3.456,864,N
3.468,867,N
3.512,878,)
3.672,918,(
3.700,925,t
3.732,933,)
3.828,957,(
3.856,964,p
3.872,968,p
3.896,974,)
4.000,1000,(
4.092,1023,N
4.104,1026,N
4.148,1037,)
4.196,1049,(
4.280,1070,t
4.376,1094,)
4.464,1116,(
4.496,1124,p
4.512,1128,p
4.536,1134,)
4.640,1160,(
4.732,1183,N
4.744,1186,N
4.784,1196,)
4.848,1212,(
4.920,1230,t
5.008,1252,)
5.100,1275,(
5.132,1283,p
5.136,1284,p
5.172,1293,)
5.276,1319,(
5.368,1342,N
5.380,1345,N
5.424,1356,)
5.516,1379,(
5.560,1390,t
5.592,1398,t
5.644,1411,)
5.744,1436,(
5.768,1442,p
5.776,1444,p
5.808,1452,)
5.916,1479,(
6.008,1502,N
6.020,1505,N
6.068,1517,)
6.116,1529,(
6.196,1549,t
6.276,1569,)
6.380,1595,(
6.408,1602,p
6.412,1603,p
6.444,1611,)
6.552,1638,(
6.648,1662,N
6.656,1664,N
6.704,1676,)
6.764,1691,(
6.832,1708,t
6.920,1730,)
7.004,1751,(
7.040,1760,p
7.040,1760,p
7.076,1769,)
7.220,1805,(
7.276,1819,N
7.288,1822,N
7.332,1833,)
7.404,1851,(
7.444,1861,t
7.460,1865,t
7.488,1872,)
7.636,1909,(
7.672,1918,p
7.700,1925,p
7.708,1927,)
7.816,1954,(
7.904,1976,N
7.916,1979,N
7.960,1990,)
8.012,2003,(
8.084,2021,t
8.184,2046,)
8.272,2068,(
8.300,2075,p
8.312,2078,p
8.340,2085,)
8.444,2111,(
8.536,2134,N
8.548,2137,N
8.588,2147,)
8.644,2161,(
8.720,2180,t
8.808,2202,)
8.904,2226,(
8.932,2233,p
8.936,2234,p
8.972,2243,)
9.080,2270,(
9.172,2293,N
9.184,2296,N
9.220,2305,)
9.276,2319,(
9.364,2341,t
9.460,2365,)
9.528,2382,(
9.556,2389,p
9.564,2391,p
9.592,2398,)
9.704,2426,(
9.796,2449,N
9.808,2452,N
9.860,2465,)
9.980,2495,(
9.988,2497,t
10.048,2512,t
10.072,2518,)
10.352,2588,(
10.424,2606,N
10.436,2609,N
10.476,2619,)
10.528,2632,(
10.608,2652,t
10.696,2674,)
10.776,2694,(
10.808,2702,p
10.816,2704,p
10.848,2712,)
10.956,2739,(
11.044,2761,N
11.056,2764,N
11.096,2774,)
11.132,2783,(
11.232,2808,t
11.324,2831,)
11.392,2848,(
11.428,2857,p
11.436,2859,p
11.464,2866,)
11.600,2900,(
11.664,2916,N
11.676,2919,N
11.720,2930,)
11.780,2945,(
11.844,2961,t
11.948,2987,)
12.012,3003,(
12.044,3011,p
12.048,3012,p
12.084,3021,)
12.208,3052,(
12.280,3070,N
12.288,3072,N
12.332,3083,)
12.628,3157,(
12.664,3166,p
12.680,3170,)
12.848,3212,(
12.900,3225,N
12.908,3227,N
12.948,3237,)
12.984,3246,(
13.088,3272,t
13.204,3301,)
13.252,3313,(
13.284,3321,p
13.288,3322,p
13.320,3330,)
13.432,3358,(
13.520,3380,N
13.532,3383,N
13.572,3393,)
13.648,3412,(
13.704,3426,t
13.752,3438,t
13.808,3452,)
13.984,3496,(
14.024,3506,p
14.044,3511,)
14.064,3516,(
14.152,3538,N
14.164,3541,N
14.204,3551,)
14.244,3561,(
14.344,3586,t
14.436,3609,)
14.500,3625,(
14.536,3634,p
14.548,3637,p
14.572,3643,)
14.680,3670,(
14.772,3693,N
14.784,3696,N
14.824,3706,)
14.992,3748,(
15.040,3760,t
15.052,3763,)
15.124,3781,(
15.156,3789,p
15.188,3797,p
15.196,3799,)
15.300,3825,(
15.392,3848,N
15.404,3851,N
15.440,3860,)
15.784,3946,(
15.788,3947,p
15.852,3963,p
15.872,3968,)
15.956,3989,(
16.008,4002,N
16.020,4005,N
16.060,4015,)
16.200,4050,(
16.280,4070,t
16.280,4070,)
16.540,4135,(
16.632,4158,N
16.644,4161,N
16.684,4171,)
16.732,4183,(
16.820,4205,t
16.876,4219,t
16.920,4230,)
16.988,4247,(
17.020,4255,p
17.024,4256,)
17.172,4293,(
17.260,4315,N
17.272,4318,N
17.328,4332,)
17.412,4353,(
17.448,4362,t
17.504,4376,t
17.548,4387,)
17.628,4407,(
17.660,4415,p
17.668,4417,p
17.700,4425,)
17.808,4452,(
17.896,4474,N
17.908,4477,N
17.948,4487,)
18.012,4503,(
18.084,4521,t
18.180,4545,)
18.268,4567,(
18.296,4574,p
18.312,4578,p
18.336,4584,)
18.448,4612,(
18.536,4634,N
18.548,4637,N
18.596,4649,)
18.628,4657,(
18.724,4681,t
18.816,4704,)
18.912,4728,(
18.936,4734,p
18.948,4737,p
18.976,4744,)
19.084,4771,(
19.176,4794,N
19.188,4797,N
19.228,4807,)
19.288,4822,(
19.368,4842,t
19.400,4850,t
19.452,4863,)
19.716,4929,(
19.804,4951,N
19.816,4954,N
19.852,4963,)
19.924,4981,(
19.960,4990,t
19.992,4998,t
20.096,5024,)
20.368,5092,(
20.436,5109,N
20.448,5112,N
20.484,5121,)
20.556,5139,(
20.624,5156,t
20.652,5163,t
20.720,5180,)
20.788,5197,(
20.824,5206,p
20.828,5207,)
20.972,5243,(
21.060,5265,N
21.072,5268,N
21.108,5277,)
21.168,5292,(
21.248,5312,t
21.336,5334,)
21.432,5358,(
21.452,5363,p
21.460,5365,p
21.492,5373,)
21.624,5406,(
21.692,5423,N
21.704,5426,N
21.740,5435,)
21.800,5450,(
21.876,5469,t
21.916,5479,t
21.968,5492,)
22.088,5522,(
22.108,5527,p
22.112,5528,)
22.224,5556,(
22.316,5579,N
22.328,5582,N
22.364,5591,)
22.424,5606,(
22.504,5626,t
22.584,5646,)
22.668,5667,(
22.700,5675,p
22.712,5678,p
22.740,5685,)
22.844,5711,(
22.936,5734,N
22.948,5737,N
22.992,5748,)
23.492,5873,(
23.560,5890,N
23.572,5893,N
23.612,5903,)
23.748,5937,(
23.752,5938,t
23.832,5958,t
23.840,5960,)
24.104,6026,(
24.172,6043,N
24.180,6045,N
24.224,6056,)
24.260,6065,(
24.352,6088,t
24.452,6113,)
24.512,6128,(
24.544,6136,p
24.556,6139,p
24.584,6146,)
24.712,6178,(
24.784,6196,N
24.792,6198,N
24.832,6208,)
24.908,6227,(
24.964,6241,t
24.996,6249,t
25.064,6266,)
25.112,6278,(
25.148,6287,p
25.156,6289,)
25.320,6330,(
25.388,6347,N
25.396,6349,N
25.436,6359,)
25.768,6442,(
25.772,6443,p
25.848,6462,)
25.916,6479,(
25.988,6497,N
26.000,6500,N
26.040,6510,)
26.100,6525,(
26.172,6543,t
26.204,6551,t
26.268,6567,)
26.320,6580,(
26.356,6589,p
26.364,6591,)
26.520,6630,(
26.592,6648,N
26.604,6651,N
26.652,6663,)
26.708,6677,(
26.776,6694,t
26.864,6716,)
26.920,6730,(
26.960,6740,p
26.972,6743,p
27.000,6750,)
27.128,6782,(
27.192,6798,N
27.204,6801,N
27.248,6812,)
27.696,6924,(
27.788,6947,N
27.800,6950,N
27.848,6962,)
27.900,6975,(
27.968,6992,t
28.076,7019,)
28.124,7031,(
28.160,7040,p
28.164,7041,p
28.200,7050,)
28.300,7075,(
28.396,7099,N
28.404,7101,N
28.444,7111,)
28.468,7117,(
28.576,7144,t
28.672,7168,)
28.720,7180,(
28.752,7188,p
28.776,7194,p
28.792,7198,)
28.896,7224,(
28.992,7248,N
29.000,7250,N
29.040,7260,)
29.500,7375,(
29.592,7398,N
29.604,7401,N
29.652,7413,)
29.968,7492,(
29.980,7495,p
30.036,7509,p
30.056,7514,)
30.120,7530,(
30.192,7548,N
30.204,7551,N
30.244,7561,)
30.284,7571,(
30.368,7592,t
30.468,7617,)
30.524,7631,(
30.560,7640,p
30.572,7643,p
30.596,7649,)
30.720,7680,(
30.792,7698,N
30.804,7701,N
30.848,7712,)
31.040,7760,(
31.076,7769,t
31.160,7790,)
31.328,7832,(
31.396,7849,N
31.408,7852,N
31.448,7862,)
31.488,7872,(
31.584,7896,t
31.688,7922,)
31.732,7933,(
31.768,7942,p
31.780,7945,p
31.808,7952,)
31.924,7981,(
31.996,7999,N
32.008,8002,N
32.044,8011,)
32.096,8024,(
32.180,8045,t
32.264,8066,)
32.336,8084,(
32.376,8094,p
32.384,8096,p
32.412,8103,)
32.532,8133,(
32.604,8151,N
32.616,8154,N
32.648,8162,)
32.764,8191,(
32.788,8197,t
32.828,8207,t
32.880,8220,)
32.952,8238,(
32.988,8247,p
33.008,8252,p
33.032,8258,)
33.144,8286,(
33.216,8304,N
33.228,8307,N
33.268,8317,)
33.612,8403,(
33.616,8404,p
33.692,8423,)
33.756,8439,(
33.828,8457,N
33.836,8459,N
33.876,8469,)
33.936,8484,(
34.008,8502,t
34.124,8531,)
34.172,8543,(
34.212,8553,p
34.232,8558,p
34.256,8564,)
34.392,8598,(
34.444,8611,N
34.452,8613,N
34.492,8623,)
34.560,8640,(
34.628,8657,t
34.724,8681,)
34.784,8696,(
34.816,8704,p
34.840,8710,p
34.856,8714,)
35.000,8750,(
35.048,8762,N
35.060,8765,N
35.100,8775,)
35.284,8821,(
35.312,8828,t
35.320,8830,)
35.408,8852,(
35.428,8857,p
35.452,8863,p
35.468,8867,)
35.604,8901,(
35.664,8916,N
35.672,8918,N
35.716,8929,)
35.776,8944,(
35.824,8956,t
35.848,8962,t
35.976,8994,)
36.008,9002,(
36.048,9012,p
36.052,9013,)
36.188,9047,(
36.280,9070,N
36.292,9073,N
36.328,9082,)
36.448,9112,(
36.464,9116,t
36.552,9138,t
36.572,9143,t
36.596,9149,)
36.628,9157,(
36.660,9165,p
36.664,9166,p
36.700,9175,)
36.844,9211,(
36.896,9224,N
36.908,9227,N
36.944,9236,)
37.420,9355,(
37.512,9378,N
37.524,9381,N
37.560,9390,)
37.684,9421,(
37.704,9426,t
37.752,9438,t
37.884,9471,)
37.952,9488,(
37.992,9498,p
37.996,9499,p
38.016,9504,)
38.060,9515,(
38.124,9531,N
38.132,9533,N
38.176,9544,)
38.636,9659,(
38.728,9682,N
38.736,9684,N
38.776,9694,)
38.928,9732,(
39.004,9751,t
39.012,9753,)
39.072,9768,(
39.108,9777,p
39.112,9778,)
39.248,9812,(
39.344,9836,N
39.352,9838,N
39.392,9848,)
39.444,9861,(
39.532,9883,t
39.536,9884,t
39.628,9907,)
39.680,9920,(
39.716,9929,p
39.720,9930,)
39.856,9964,(
39.948,9987,N
39.960,9990,N
39.996,9999,)
40.052,10013,(
40.136,10034,t
40.148,10037,t
40.248,10062,)
