Time,Sample #,Type
0.196,49,(
0.248,62,p
0.248,62,p
0.308,77,)
0.400,100,(
0.432,108,N
0.484,121,N
0.508,127,)
0.660,165,(
0.724,181,t
0.752,188,t
0.828,207,)
1.244,311,(
1.296,324,p
1.300,325,p
1.356,339,)
1.448,362,(
1.476,369,N
1.532,383,N
1.544,386,)
1.672,418,(
1.776,444,t
1.792,448,t
1.872,468,)
2.304,576,(
2.356,589,p
2.356,589,p
2.416,604,)
2.508,627,(
2.540,635,N
2.564,641,N
2.616,654,)
2.756,689,(
2.840,710,t
2.852,713,t
2.936,734,)
3.388,847,(
3.440,860,p
3.444,861,p
3.504,876,)
3.596,899,(
3.628,907,N
3.680,920,N
3.704,926,)
3.848,962,(
3.924,981,t
3.948,987,t
4.024,1006,)
4.480,1120,(
4.528,1132,p
4.532,1133,p
4.588,1147,)
4.684,1171,(
4.712,1178,N
4.768,1192,N
4.776,1194,)
4.948,1237,(
5.008,1252,t
5.032,1258,t
5.108,1277,)
5.532,1383,(
5.584,1396,p
5.588,1397,p
5.644,1411,)
5.736,1434,(
5.768,1442,N
5.820,1455,N
5.832,1458,)
5.996,1499,(
6.068,1517,t
6.084,1521,t
6.164,1541,)
6.608,1652,(
6.660,1665,p
6.660,1665,p
6.716,1679,)
6.804,1701,(
6.844,1711,N
6.864,1716,N
6.908,1727,)
7.080,1770,(
7.136,1784,t
7.156,1789,t
7.240,1810,)
7.688,1922,(
7.740,1935,p
7.740,1935,p
7.796,1949,)
7.868,1967,(
7.952,1988,N
7.972,1993,N
7.984,1996,)
8.144,2036,(
8.212,2053,t
8.236,2059,t
8.312,2078,)
8.736,2184,(
8.780,2195,p
8.784,2196,p
8.840,2210,)
8.932,2233,(
8.964,2241,N
9.012,2253,N
9.024,2256,)
9.172,2293,(
9.256,2314,t
9.272,2318,t
9.352,2338,)
9.768,2442,(
9.820,2455,p
9.824,2456,p
9.884,2471,)
9.972,2493,(
10.004,2501,N
10.028,2507,N
10.068,2517,)
10.220,2555,(
10.296,2574,t
10.312,2578,t
10.392,2598,)
10.828,2707,(
10.876,2719,p
10.876,2719,p
10.936,2734,)
11.028,2757,(
11.060,2765,N
11.112,2778,N
11.132,2783,)
11.272,2818,(
11.352,2838,t
11.368,2842,t
11.452,2863,)
11.824,2956,(
11.876,2969,p
11.880,2970,p
11.932,2983,)
12.028,3007,(
12.084,3021,N
12.108,3027,N
12.128,3032,)
12.292,3073,(
12.344,3086,t
12.368,3092,t
12.444,3111,)
12.784,3196,(
12.836,3209,p
12.836,3209,p
12.892,3223,)
12.980,3245,(
13.012,3253,N
13.036,3259,N
13.076,3269,)
13.228,3307,(
13.308,3327,t
13.320,3330,t
13.400,3350,)
13.744,3436,(
13.796,3449,p
13.796,3449,p
13.856,3464,)
13.940,3485,(
13.980,3495,N
14.004,3501,N
14.044,3511,)
14.192,3548,(
14.272,3568,t
14.288,3572,t
14.372,3593,)
14.760,3690,(
14.804,3701,p
14.808,3702,p
14.864,3716,)
14.964,3741,(
14.996,3749,N
15.048,3762,N
15.060,3765,)
15.208,3802,(
15.288,3822,t
15.308,3827,t
15.388,3847,)
15.812,3953,(
15.864,3966,p
15.864,3966,p
15.924,3981,)
16.028,4007,(
16.056,4014,N
16.112,4028,N
16.120,4030,)
16.260,4065,(
16.352,4088,t
16.372,4093,t
16.452,4113,)
16.972,4243,(
17.020,4255,p
17.024,4256,p
17.084,4271,)
17.172,4293,(
17.216,4304,N
17.240,4310,N
17.292,4323,)
17.432,4358,(
17.512,4378,t
17.528,4382,t
17.608,4402,)
