Time,Sample #,Type
0.972,243,(
1.008,252,p
1.040,260,)
1.152,288,(
1.200,300,N
1.212,303,N
1.260,315,)
1.380,345,(
1.472,368,t
1.492,373,t
1.572,393,)
1.988,497,(
2.024,506,p
2.060,515,)
2.176,544,(
2.220,555,N
2.232,558,N
2.264,566,)
2.400,600,(
2.448,612,t
2.508,627,t
2.588,647,)
3.040,760,(
3.076,769,p
3.116,779,)
3.228,807,(
3.268,817,N
3.284,821,N
3.328,832,)
3.448,862,(
3.512,878,t
3.564,891,t
3.648,912,)
4.076,1019,(
4.088,1022,p
4.132,1033,)
4.240,1060,(
4.284,1071,N
4.300,1075,N
4.348,1087,)
4.472,1118,(
4.512,1128,t
4.580,1145,t
4.652,1163,)
5.068,1267,(
5.104,1276,p
5.148,1287,)
5.256,1314,(
5.300,1325,N
5.316,1329,N
5.364,1341,)
5.480,1370,(
5.548,1387,t
5.596,1399,t
5.672,1418,)
6.156,1539,(
6.192,1548,p
6.248,1562,)
6.292,1573,(
6.340,1585,N
6.352,1588,N
6.384,1596,)
6.512,1628,(
6.584,1646,t
6.628,1657,t
6.700,1675,)
7.136,1784,(
7.168,1792,p
7.212,1803,)
7.320,1830,(
7.372,1843,N
7.384,1846,N
7.416,1854,)
7.536,1884,(
7.616,1904,t
7.660,1915,t
7.740,1935,)
8.164,2041,(
8.204,2051,p
8.240,2060,)
8.352,2088,(
8.396,2099,N
8.412,2103,N
8.456,2114,)
8.572,2143,(
8.664,2166,t
8.688,2172,t
8.764,2191,)
9.184,2296,(
9.220,2305,p
9.260,2315,)
9.368,2342,(
9.412,2353,N
9.428,2357,N
9.472,2368,)
9.596,2399,(
9.648,2412,t
9.708,2427,t
9.788,2447,)
10.224,2556,(
10.260,2565,p
10.296,2574,)
10.408,2602,(
10.456,2614,N
10.468,2617,N
10.504,2626,)
10.632,2658,(
10.720,2680,t
10.748,2687,t
10.824,2706,)
11.264,2816,(
11.296,2824,p
11.336,2834,)
11.444,2861,(
11.488,2872,N
11.504,2876,N
11.548,2887,)
11.668,2917,(
11.732,2933,t
11.784,2946,t
11.860,2965,)
12.268,3067,(
12.308,3077,p
12.344,3086,)
12.424,3106,(
12.496,3124,N
12.512,3128,N
12.560,3140,)
12.684,3171,(
12.732,3183,t
12.788,3197,t
12.864,3216,)
13.280,3320,(
13.316,3329,p
13.356,3339,)
13.460,3365,(
13.512,3378,N
13.520,3380,N
13.552,3388,)
13.676,3419,(
13.744,3436,t
13.800,3450,t
13.876,3469,)
14.300,3575,(
14.332,3583,p
14.372,3593,)
14.484,3621,(
14.528,3632,N
14.540,3635,N
14.568,3642,)
14.692,3673,(
14.736,3684,t
14.816,3704,t
14.892,3723,)
15.328,3832,(
15.360,3840,p
15.400,3850,)
15.512,3878,(
15.560,3890,N
15.572,3893,N
15.600,3900,)
15.728,3932,(
15.792,3948,t
15.848,3962,t
15.924,3981,)
16.332,4083,(
16.368,4092,p
16.408,4102,)
16.516,4129,(
16.568,4142,N
16.580,4145,N
16.608,4152,)
16.732,4183,(
16.816,4204,t
16.852,4213,t
16.928,4232,)
17.364,4341,(
17.380,4345,p
17.416,4354,)
17.524,4381,(
17.576,4394,N
17.588,4397,N
17.640,4410,)
17.760,4440,(
17.800,4450,t
17.868,4467,t
17.940,4485,)
18.384,4596,(
18.416,4604,p
18.456,4614,)
18.568,4642,(
18.612,4653,N
18.624,4656,N
18.656,4664,)
18.784,4696,(
18.852,4713,t
18.900,4725,t
18.988,4747,)
19.404,4851,(
