Time,Sample #,Type
0.588,147,(
0.608,152,p
0.620,155,p
0.644,161,)
0.716,179,(
0.752,188,N
0.756,189,N
0.820,205,)
0.912,228,(
0.996,249,t
1.000,250,t
1.092,273,)
1.344,336,(
1.372,343,p
1.388,347,p
1.416,354,)
1.484,371,(
1.520,380,N
1.524,381,N
1.556,389,)
1.680,420,(
1.768,442,t
1.768,442,t
1.848,462,)
2.020,505,(
2.088,522,N
2.092,523,N
2.176,544,)
2.232,558,(
2.292,573,t
2.304,576,t
2.396,599,t
2.396,599,)
3.012,753,(
3.036,759,p
3.052,763,p
3.080,770,)
3.136,784,(
3.172,793,N
3.172,793,N
3.204,801,)
3.348,837,(
3.428,857,t
3.432,858,t
3.512,878,)
3.736,934,(
3.756,939,p
3.772,943,p
3.796,949,)
3.864,966,(
3.900,975,N
3.904,976,N
3.968,992,)
4.052,1013,(
4.140,1035,t
4.144,1036,t
4.232,1058,)
4.472,1118,(
4.488,1122,p
4.504,1126,p
4.536,1134,)
4.600,1150,(
4.636,1159,N
4.640,1160,N
4.672,1168,)
4.804,1201,(
4.884,1221,t
4.884,1221,t
4.968,1242,)
5.236,1309,(
5.256,1314,p
5.272,1318,p
5.304,1326,)
5.372,1343,(
5.408,1352,N
5.412,1353,N
5.440,1360,)
5.576,1394,(
5.656,1414,t
5.660,1415,t
5.748,1437,)
6.016,1504,(
6.040,1510,p
6.056,1514,p
6.088,1522,)
6.148,1537,(
6.188,1547,N
6.192,1548,N
6.224,1556,)
6.348,1587,(
6.436,1609,t
6.436,1609,t
6.528,1632,)
6.796,1699,(
6.824,1706,p
6.840,1710,p
6.868,1717,)
6.940,1735,(
6.976,1744,N
6.976,1744,N
7.040,1760,)
7.140,1785,(
7.220,1805,t
7.220,1805,t
7.312,1828,)
7.660,1915,(
7.672,1918,p
7.692,1923,p
7.720,1930,)
7.788,1947,(
7.820,1955,N
7.828,1957,N
7.856,1964,)
7.992,1998,(
8.072,2018,t
8.076,2019,t
8.156,2039,)
8.296,2074,(
8.364,2091,N
8.368,2092,N
