Time,Sample #,Type
1.328,332,(
1.368,342,N
1.384,346,N
1.416,354,)
1.544,386,(
1.664,416,t
1.756,439,)
2.392,598,(
2.432,608,N
2.448,612,N
2.484,621,)
2.632,658,(
2.724,681,t
2.728,682,t
2.816,704,)
3.440,860,(
3.488,872,N
3.504,876,N
3.532,883,)
3.664,916,(
3.776,944,t
3.868,967,)
4.520,1130,(
4.560,1140,N
4.576,1144,N
4.612,1153,)
4.748,1187,(
4.852,1213,t
4.860,1215,t
4.924,1231,)
5.620,1405,(
5.664,1416,N
5.680,1420,N
5.712,1428,)
5.852,1463,(
5.956,1489,t
6.048,1512,)
6.692,1673,(
6.736,1684,N
6.752,1688,N
6.788,1697,)
6.916,1729,(
7.028,1757,t
7.120,1780,)
7.748,1937,(
7.792,1948,N
7.804,1951,N
7.840,1960,)
7.972,1993,(
8.088,2022,t
8.176,2044,)
8.816,2204,(
8.856,2214,N
8.872,2218,N
8.908,2227,)
9.044,2261,(
9.152,2288,t
9.244,2311,)
9.892,2473,(
9.932,2483,N
9.948,2487,N
9.980,2495,)
10.100,2525,(
10.232,2558,t
10.316,2579,)
10.928,2732,(
10.972,2743,N
10.988,2747,N
11.024,2756,)
11.136,2784,(
11.268,2817,t
11.356,2839,)
11.984,2996,(
12.028,3007,N
12.044,3011,N
12.076,3019,)
12.240,3060,(
12.316,3079,t
12.328,3082,t
12.400,3100,)
13.056,3264,(
13.096,3274,N
13.116,3279,N
13.148,3287,)
13.284,3321,(
13.396,3349,t
13.488,3372,)
14.128,3532,(
14.168,3542,N
14.188,3547,N
14.220,3555,)
14.356,3589,(
14.464,3616,t
14.552,3638,)
15.180,3795,(
15.220,3805,N
15.236,3809,N
15.268,3817,)
15.400,3850,(
15.512,3878,t
15.604,3901,)
16.236,4059,(
16.280,4070,N
16.296,4074,N
16.328,4082,)
16.472,4118,(
16.520,4130,t
16.580,4145,t
16.644,4161,)
17.308,4327,(
17.344,4336,N
17.364,4341,N
17.396,4349,)
17.528,4382,(
17.640,4410,t
17.728,4432,)
18.328,4582,(
18.372,4593,N
18.392,4598,N
18.424,4606,)
18.548,4637,(
18.672,4668,t
18.752,4688,)
19.324,4831,(
19.364,4841,N
19.380,4845,N
19.416,4854,)
19.536,4884,(
19.664,4916,t
19.748,4937,)
20.324,5081,(
20.364,5091,N
20.380,5095,N
20.416,5104,)
20.540,5135,(
20.660,5165,t
20.748,5187,)
21.352,5338,(
21.396,5349,N
21.412,5353,N
21.444,5361,)
21.560,5390,(
21.688,5422,t
21.780,5445,)
22.420,5605,(
22.464,5616,N
22.480,5620,N
22.516,5629,)
22.656,5664,(
22.760,5690,t
22.852,5713,)
23.476,5869,(
23.520,5880,N
23.536,5884,N
23.568,5892,)
23.756,5939,(
23.808,5952,t
23.816,5954,t
23.888,5972,)
24.548,6137,(
24.592,6148,N
24.608,6152,N
24.640,6160,)
24.792,6198,(
24.880,6220,t
24.888,6222,t
24.960,6240,)
25.660,6415,(
25.700,6425,N
25.720,6430,N
25.752,6438,)
25.860,6465,(
26.000,6500,t
26.092,6523,)
26.752,6688,(
26.792,6698,N
26.808,6702,N
26.840,6710,)
26.972,6743,(
27.088,6772,t
27.176,6794,)
27.836,6959,(
27.876,6969,N
27.892,6973,N
27.924,6981,)
28.108,7027,(
28.172,7043,t
28.176,7044,t
28.244,7061,)
28.924,7231,(
28.964,7241,N
28.984,7246,N
